,Ciś. pow. za turb.[Pa],ECT - wyjście z sil.[°C],MAF[kg/h],Moc[kW],Moment obrotowy[Nm],Obroty[obr/min],Temp. oleju w misce[°C],Temp. pal. na wyjściu sil.[°C],Temp. powietrza za turb.[°C],Zużycie paliwa średnie[g/s],Rotation,Temp. spalin 1...4/6 - srednia[°C],CO,HC,LAMBDA,CO2,O2,NO,PM,Сalorific value MJ/kg,Cetane number,Density at 15 °C,Viscosity at 40 °C 
177210.0,48408.0,70.0999984741211,393.399993896484,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,74.0,4.73839998245239,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177224.0,48408.0,70.0999984741211,393.399993896484,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,74.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177226.0,48408.0,70.0999984741211,393.399993896484,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,74.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177227.0,48408.0,70.0999984741211,393.399993896484,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,74.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177230.0,48408.0,70.0999984741211,393.399993896484,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,74.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177248.0,48408.0,70.0999984741211,393.399993896484,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,74.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177250.0,48408.0,70.0999984741211,393.399993896484,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,74.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177270.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,74.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177277.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177290.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177310.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177319.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177330.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,326.0107661581206,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177350.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177369.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177370.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177390.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177410.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.7999992370605,75.0,4.73680019378662,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177425.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.7999992370605,75.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177426.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.7999992370605,75.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177427.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.9000015258789,75.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177431.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.9000015258789,75.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177448.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.9000015258789,75.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177450.0,48499.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.9000015258789,75.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177469.0,48453.0,70.0999984741211,393.100006103516,68.20017983074872,325.9114876348765,1999.0,90.0,53.9000015258789,75.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177470.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,1999.0,90.0,53.9000015258789,75.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177477.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,1999.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177490.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177510.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177519.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177531.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177551.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.25,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177569.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177570.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177571.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177591.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177611.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.81223940718314,2000.0,90.0,53.9000015258789,74.0,4.73689985275269,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177625.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.81223940718314,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177627.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.81223940718314,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177631.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.81223940718314,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177648.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.81223940718314,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177651.0,48453.0,70.0999984741211,393.200012207031,68.20017983074872,325.81223940718314,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177669.0,48545.0,70.0999984741211,393.200012207031,68.20017983074872,325.81223940718314,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177670.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.81223940718314,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177671.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177677.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177678.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177691.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177711.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177719.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177731.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177751.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177769.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177770.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177771.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177791.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177811.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73789978027344,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177825.0,48545.0,70.0999984741211,395.200012207031,68.20017983074872,325.9114876348765,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177827.0,48545.0,70.0999984741211,395.200012207031,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177828.0,48545.0,70.0999984741211,395.200012207031,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177831.0,48545.0,70.0999984741211,395.200012207031,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177849.0,48545.0,70.0999984741211,395.200012207031,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177851.0,48545.0,70.0999984741211,395.200012207031,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177870.0,48545.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177871.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177879.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177891.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177911.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177919.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177931.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177951.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.5,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177970.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177971.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
177991.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,325.95718699487986,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178011.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73740005493164,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178025.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178027.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178028.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178031.0,48536.0,70.0999984741211,395.899993896484,68.20974287068019,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178049.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178051.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178071.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178072.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178078.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178091.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178111.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178120.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178132.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178151.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178170.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,544.75,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178171.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178191.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178211.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73850011825562,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178225.0,48536.0,70.0999984741211,395.899993896484,68.309035314775,326.05647943897407,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178228.0,48536.0,70.0999984741211,395.899993896484,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178232.0,48536.0,70.0999984741211,395.899993896484,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178249.0,48536.0,70.0999984741211,395.899993896484,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178252.0,48536.0,70.0999984741211,395.899993896484,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178270.0,48527.0,70.0999984741211,395.899993896484,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178271.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178272.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178278.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178279.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178292.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178312.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178320.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178332.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178352.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178370.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178371.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.0107661581206,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178372.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.1100446813657,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178392.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.1100446813657,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178412.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.1100446813657,2000.0,90.0,53.9000015258789,74.0,4.73859977722168,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178426.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.1100446813657,2000.0,90.0,53.9000015258789,74.0,4.73750019073486,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
178428.0,48527.0,70.0999984741211,396.100006103516,68.2994583539934,326.1100446813657,2000.0,90.0,53.9000015258789,74.0,4.73750019073486,2000.0,545.0,0.03,9.0,1.684,9.0,8.8,240.0,2.61,38,56,882.9,4.454
