,Ciś. pow. za turb.[Pa],ECT - wyjście z sil.[°C],MAF[kg/h],Moc[kW],Moment obrotowy[Nm],Obroty[obr/min],Temp. oleju w misce[°C],Temp. pal. na wyjściu sil.[°C],Temp. powietrza za turb.[°C],Zużycie paliwa średnie[g/s],Rotation,Temp. spalin 1...4/6 - srednia[°C],CO,HC,LAMBDA,CO2,O2,NO,PM,Сalorific value MJ/kg,Cetane number,Density at 15 °C,Viscosity at 40 °C 
377820.0,25954.0,74.5,208.300003051758,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377826.0,25954.0,74.5,208.300003051758,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377840.0,25954.0,74.5,208.300003051758,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377860.0,25954.0,74.5,208.300003051758,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377877.0,25954.0,74.5,208.300003051758,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377880.0,25954.0,74.5,208.300003051758,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377900.0,25954.0,74.5,208.300003051758,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377920.0,25954.0,74.5,208.300003051758,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377935.0,25954.0,74.5,208.300003051758,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.17790007591248,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377936.0,25954.0,74.5,208.300003051758,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377940.0,25954.0,74.5,208.300003051758,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377960.0,25954.0,74.5,208.300003051758,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377977.0,25954.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377978.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377980.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377985.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
377986.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378000.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378020.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378027.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378040.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378060.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378077.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378078.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378080.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378101.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378120.0,25588.0,74.5,206.399993896484,47.97511245626187,352.9100857003147,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378135.0,25588.0,74.5,206.399993896484,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378136.0,25588.0,74.5,206.399993896484,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.1768000125885,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378137.0,25588.0,74.5,206.399993896484,47.96838632159507,352.86060753048537,1298.0,96.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378140.0,25588.0,74.5,206.399993896484,47.96838632159507,352.9599270229015,1298.0,96.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378160.0,25588.0,74.5,206.399993896484,47.96838632159507,352.9599270229015,1298.0,96.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378178.0,25862.0,74.5,206.399993896484,47.96838632159507,352.9599270229015,1298.0,96.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378179.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1298.0,96.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378180.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1298.0,96.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378186.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1298.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378201.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1298.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378221.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1298.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378227.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1298.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378241.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378261.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378277.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378278.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378281.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378301.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378321.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378335.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378336.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17569994926453,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378337.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378341.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378361.0,25862.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378378.0,25890.0,74.5,212.899993896484,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378379.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378381.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378386.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378401.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378421.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378427.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378441.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378461.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.75,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378478.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378481.0,25890.0,74.5,206.300003051758,47.96838632159507,352.9599270229015,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378501.0,25890.0,74.5,206.300003051758,47.96838632159507,353.0592465153187,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378521.0,25890.0,74.5,206.300003051758,47.96838632159507,353.0592465153187,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378536.0,25890.0,74.5,206.300003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17350006103516,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378537.0,25890.0,74.5,206.300003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378541.0,25890.0,74.5,206.300003051758,48.07444208623555,353.0094191193257,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378561.0,25890.0,74.5,206.300003051758,48.07444208623555,353.0094191193257,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378579.0,25890.0,74.5,201.800003051758,48.07444208623555,353.0094191193257,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378580.0,25743.0,74.5,201.800003051758,48.07444208623555,353.0094191193257,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378581.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378586.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378601.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378621.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378629.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378641.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378661.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378678.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378679.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378681.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378701.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378721.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378736.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17230010032654,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378738.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378741.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378761.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378779.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378780.0,25743.0,74.5,201.800003051758,48.07444208623555,353.1087525383377,1299.0,97.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378781.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,97.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378787.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378801.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378821.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378828.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378841.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378861.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378878.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378879.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378881.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378902.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378922.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378936.0,25743.0,74.5,201.800003051758,48.07444208623555,353.2080859573497,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378937.0,25743.0,74.5,201.800003051758,48.06770202550514,353.1585660077358,1299.0,98.0,55.2000007629395,62.0,3.17149996757507,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378938.0,25743.0,74.5,201.800003051758,48.06770202550514,353.1585660077358,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378942.0,25743.0,74.5,201.800003051758,48.06770202550514,353.1585660077358,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378962.0,25743.0,74.5,201.800003051758,48.06770202550514,353.1585660077358,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378979.0,25835.0,74.5,210.199996948242,48.06770202550514,353.1585660077358,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378982.0,25835.0,74.5,210.199996948242,48.06770202550514,353.1585660077358,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
378988.0,25835.0,74.5,210.199996948242,48.06770202550514,353.1585660077358,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379002.0,25835.0,74.5,210.199996948242,48.06770202550514,353.1585660077358,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379022.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379028.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379042.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379062.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379078.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.25,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379079.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1299.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379082.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1300.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379102.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1300.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379122.0,25835.0,74.5,210.199996948242,48.06770202550514,353.257885500152,1300.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
379136.0,25835.0,74.5,210.199996948242,48.07444208623555,353.30741937636066,1300.0,98.0,55.2000007629395,62.0,3.1693000793457,1300.0,555.5,0.01,7.0,1.453,10.5,6.77,522.0,0.8,38,56,882.9,4.454
