,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
409,0.272113085,0.091299546,0.006249142,0.007653604,0.04,1,100,"{'learning_rate': 0.04, 'max_depth': 1, 'n_estimators': 100}",-14.68602249,-5.788560923,-72.58761561,-9.497168101,-32.40205991,-26.99228541,24.55736535,1,-411.7540772,-36.45948113,-8872.614909,-163.0205919,-1572.98032,-2211.365876,3374.738913,1,-20.29172435,-6.03816869,-94.19455881,-12.76795175,-39.66081592,-34.5906439,31.85676113,1,0.452204501,0.718164745,0.348107706,0.754757179,0.822101766,0.619067179,0.18477951,2
419,0.302512598,0.003582511,0.012499142,0.006249571,0.04,2,100,"{'learning_rate': 0.04, 'max_depth': 2, 'n_estimators': 100}",-16.36001303,-5.541275512,-68.69811003,-8.720454931,-36.65529792,-27.19503029,23.40766935,2,-359.546091,-34.4891163,-8228.834588,-134.3154008,-2494.215849,-2250.280209,3122.964291,2,-18.96170064,-5.872743507,-90.71292404,-11.58945214,-49.942125,-35.41578906,31.55950085,2,0.521661736,0.733395852,0.39540779,0.797940325,0.717913448,0.63326383,0.150559524,1
418,0.302802753,0.03854244,0.010573053,0.00646898,0.04,2,90,"{'learning_rate': 0.04, 'max_depth': 2, 'n_estimators': 90}",-16.94623459,-8.227202242,-71.15446607,-8.982449511,-38.05967374,-28.67400523,23.81617119,3,-374.46618,-71.49610749,-8620.138196,-122.5602814,-2460.387322,-2329.809617,3267.432682,3,-19.35112865,-8.45553709,-92.84469934,-11.07069471,-49.6022915,-36.26487026,31.85386637,3,0.501812127,0.447328292,0.366657775,0.815624341,0.721739329,0.570632373,0.169941246,3
408,0.236258364,0.063754594,0.009374285,0.012499225,0.04,1,90,"{'learning_rate': 0.04, 'max_depth': 1, 'n_estimators': 90}",-16.68734637,-8.57676893,-75.39272289,-9.480893632,-36.19832639,-29.26721164,25.11353798,4,-481.3362661,-76.51300886,-9341.337369,-144.904116,-1909.343808,-2390.686914,3538.016226,4,-21.93937707,-8.747171478,-96.65059425,-12.03761255,-43.69603881,-36.61415883,32.40509661,4,0.359632716,0.408547167,0.313669543,0.78201101,0.784060305,0.529584148,0.209107624,4
417,0.349921274,0.093936692,0.003124809,0.006249619,0.04,2,80,"{'learning_rate': 0.04, 'max_depth': 2, 'n_estimators': 80}",-18.19871215,-12.25174905,-75.00386551,-9.378756745,-40.30568321,-31.02775333,24.51848329,6,-416.5633026,-153.7822662,-9257.728929,-124.6645013,-2485.186654,-2487.585131,3497.256466,10,-20.40988247,-12.4008978,-96.21709271,-11.16532585,-49.85164645,-38.00896906,32.29401496,5,0.445806332,-0.188751538,0.319812455,0.812458821,0.718934617,0.421652138,0.35345555,5
407,0.159405804,0.006333542,0.009576654,0.007411813,0.04,1,80,"{'learning_rate': 0.04, 'max_depth': 1, 'n_estimators': 80}",-17.63399688,-12.44045904,-80.08007693,-9.283677426,-41.85710819,-32.25906369,26.50852621,13,-492.0303543,-158.0820374,-10117.67914,-132.2216581,-2443.210462,-2668.644731,3821.333575,23,-22.18175724,-12.57306794,-100.5866748,-11.49876768,-49.42884241,-39.25382201,33.58246847,6,0.345405356,-0.221989178,0.256629851,0.801090083,0.723681968,0.380963616,0.367215867,6
339,0.306042957,0.005902703,0.005844927,0.007187018,0.03,2,100,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 100}",-19.36956181,-15.18722766,-77.77582769,-9.817997257,-41.65409413,-32.76094171,24.9798771,15,-461.756179,-234.3770541,-9739.332263,-138.9619452,-2504.605988,-2615.806686,3666.13919,17,-21.48851272,-15.30937798,-98.68805532,-11.78821213,-50.04603869,-39.46403937,32.53300298,7,0.385681963,-0.811756911,0.284427903,0.790950217,0.716738362,0.273208307,0.575274077,8
439,0.600591755,0.091560458,0.009374952,0.007654617,0.04,4,100,"{'learning_rate': 0.04, 'max_depth': 4, 'n_estimators': 100}",-34.4297442,-8.862158923,-64.35786231,-7.993250117,-41.33831365,-31.39626584,21.21320469,7,-1605.003595,-89.30632198,-7110.91542,-132.9141792,-3298.796217,-2447.387147,2611.525749,9,-40.06249611,-9.450202219,-84.32624396,-11.52884119,-57.43514793,-40.56058628,28.32359418,8,-1.135288498,0.309653641,0.477543992,0.800048277,0.626918396,0.215775162,0.694711873,11
429,0.45946312,0.060616381,0.006249428,0.007653955,0.04,3,100,"{'learning_rate': 0.04, 'max_depth': 3, 'n_estimators': 100}",-35.76927487,-5.093805221,-66.87860337,-8.231925155,-37.95828625,-30.78637897,22.57310745,5,-1595.459374,-29.83263776,-8122.990907,-134.6671212,-3141.149248,-2604.819858,2982.914121,16,-39.94320184,-5.461926195,-90.12763675,-11.60461637,-56.04595657,-40.63666755,30.87848941,9,-1.122590915,0.769390874,0.403184379,0.797411209,0.644747683,0.298428646,0.724016056,7
459,0.749235964,0.099139109,0.013171911,0.003018655,0.04,6,100,"{'learning_rate': 0.04, 'max_depth': 6, 'n_estimators': 100}",-34.848979,-10.87941461,-63.68284611,-8.579331921,-42.38178852,-32.07447203,20.56346295,8,-1664.459433,-147.58911,-6924.133118,-134.0004177,-3344.460815,-2442.928579,2533.7601,5,-40.79778711,-12.14862585,-83.21137613,-11.57585495,-57.83131345,-41.1129915,27.43447665,10,-1.214388239,-0.140877852,0.491267335,0.798414176,0.621753899,0.111233864,0.734589301,13
479,0.708643436,0.042188656,0.006451797,0.007496714,0.04,8,100,"{'learning_rate': 0.04, 'max_depth': 8, 'n_estimators': 100}",-34.848979,-10.87941461,-63.68284611,-8.579331921,-42.38178852,-32.07447203,20.56346295,8,-1664.459433,-147.58911,-6924.133118,-134.0004177,-3344.460815,-2442.928579,2533.7601,5,-40.79778711,-12.14862585,-83.21137613,-11.57585495,-57.83131345,-41.1129915,27.43447665,10,-1.214388239,-0.140877852,0.491267335,0.798414176,0.621753899,0.111233864,0.734589301,13
469,0.681090355,0.021468168,0.012498474,0.006249237,0.04,7,100,"{'learning_rate': 0.04, 'max_depth': 7, 'n_estimators': 100}",-34.848979,-10.87941461,-63.68284611,-8.579331921,-42.38178852,-32.07447203,20.56346295,8,-1664.459433,-147.58911,-6924.133118,-134.0004177,-3344.460815,-2442.928579,2533.7601,5,-40.79778711,-12.14862585,-83.21137613,-11.57585495,-57.83131345,-41.1129915,27.43447665,10,-1.214388239,-0.140877852,0.491267335,0.798414176,0.621753899,0.111233864,0.734589301,13
449,0.700191402,0.068818062,0.011791134,0.004853428,0.04,5,100,"{'learning_rate': 0.04, 'max_depth': 5, 'n_estimators': 100}",-34.84885249,-10.87941461,-63.68285526,-8.589463947,-42.39120652,-32.07835857,20.5620917,11,-1664.458283,-147.58911,-6924.133212,-134.4051562,-3344.803965,-2443.077945,2533.710865,8,-40.79777302,-12.14862585,-83.2113767,-11.59332378,-57.83428019,-41.11707591,27.43107753,13,-1.214386709,-0.140877852,0.491267329,0.7978053,0.621715091,0.111104632,0.734469467,16
416,0.225634527,0.014881979,0.006248808,0.007653195,0.04,2,70,"{'learning_rate': 0.04, 'max_depth': 2, 'n_estimators': 70}",-20.40423332,-17.92856362,-80.70995116,-11.32140515,-43.51299417,-34.77542948,25.40379792,23,-506.5276372,-324.5451761,-10271.78055,-169.1849978,-2638.464531,-2782.100578,3851.261507,30,-22.50616887,-18.01513742,-101.349793,-13.00711335,-51.36598613,-41.24883976,32.87299495,14,0.326118246,-1.508765066,0.245307651,0.74548365,0.701599458,0.101948788,0.829327544,17
438,0.485777426,0.016524495,0,0,0.04,4,90,"{'learning_rate': 0.04, 'max_depth': 4, 'n_estimators': 90}",-35.84476643,-11.23586284,-65.44918586,-8.144886991,-42.47303038,-32.6295465,21.17332659,14,-1693.924712,-136.7023384,-7414.751786,-114.6652151,-3207.968049,-2513.60242,2704.804392,15,-41.15731663,-11.69197752,-86.10895299,-10.70818449,-56.63892698,-41.26107172,28.48028055,15,-1.253588693,-0.056722072,0.455220405,0.827501419,0.637190725,0.121920357,0.748114346,12
329,0.196744442,0.008478819,0,0,0.03,1,100,"{'learning_rate': 0.03, 'max_depth': 1, 'n_estimators': 100}",-18.48693074,-15.22473369,-83.32561986,-9.434272029,-45.42578013,-34.37946729,27.42074464,20,-504.3614191,-235.1134986,-10731.35432,-143.2298481,-2843.357808,-2891.483379,4044.093028,33,-22.45799232,-15.33341119,-103.5922503,-11.96786731,-53.32314514,-41.33493325,34.3934103,16,0.329000171,-0.817449696,0.211541664,0.784529724,0.678426789,0.23720973,0.568440412,9
428,0.42875967,0.073132798,0.00472393,0.006268322,0.04,3,90,"{'learning_rate': 0.04, 'max_depth': 3, 'n_estimators': 90}",-36.90617405,-7.479605287,-69.44674386,-8.153966284,-39.29237406,-32.25577271,23.01766222,12,-1681.903042,-59.64302491,-8516.085546,-115.6543943,-3055.020005,-2685.661202,3118.932858,24,-41.01101123,-7.722889674,-92.28263946,-10.7542733,-55.27223539,-41.40860981,31.16068414,17,-1.237595126,0.538953747,0.374302773,0.82601333,0.654488581,0.231232661,0.749069557,10
468,0.637833786,0.031319287,0.006122112,0.005822104,0.04,7,90,"{'learning_rate': 0.04, 'max_depth': 7, 'n_estimators': 90}",-36.25817922,-13.21667754,-64.77456278,-8.697146408,-43.50106195,-33.28952558,20.55286009,16,-1753.265906,-203.4985157,-7223.22919,-117.8052401,-3258.280862,-2511.215943,2622.580318,11,-41.87201817,-14.26529059,-84.98958283,-10.85381224,-57.08135301,-41.81241137,27.62133592,18,-1.332535911,-0.573062873,0.46929203,0.822777669,0.631500532,0.003594289,0.824618632,20
458,0.687726879,0.037551733,0.007195807,0.003760746,0.04,6,90,"{'learning_rate': 0.04, 'max_depth': 6, 'n_estimators': 90}",-36.25817922,-13.21667754,-64.77456278,-8.697146408,-43.50106195,-33.28952558,20.55286009,16,-1753.265906,-203.4985157,-7223.22919,-117.8052401,-3258.280862,-2511.215943,2622.580318,11,-41.87201817,-14.26529059,-84.98958283,-10.85381224,-57.08135301,-41.81241137,27.62133592,18,-1.332535911,-0.573062873,0.46929203,0.822777669,0.631500532,0.003594289,0.824618632,20
478,0.699468279,0.117838156,0.013183737,0.006723941,0.04,8,90,"{'learning_rate': 0.04, 'max_depth': 8, 'n_estimators': 90}",-36.25817922,-13.21667754,-64.77456278,-8.697146408,-43.50106195,-33.28952558,20.55286009,16,-1753.265906,-203.4985157,-7223.22919,-117.8052401,-3258.280862,-2511.215943,2622.580318,11,-41.87201817,-14.26529059,-84.98958283,-10.85381224,-57.08135301,-41.81241137,27.62133592,18,-1.332535911,-0.573062873,0.46929203,0.822777669,0.631500532,0.003594289,0.824618632,20
448,0.535291767,0.00662823,0.006249046,0.007653487,0.04,5,90,"{'learning_rate': 0.04, 'max_depth': 5, 'n_estimators': 90}",-36.25823471,-13.21667754,-64.77457376,-8.710422192,-43.51530171,-33.29504198,20.55110406,19,-1753.266665,-203.4985157,-7223.22936,-118.390709,-3258.871589,-2511.451368,2622.507143,14,-41.87202724,-14.26529059,-84.98958383,-10.88074947,-57.08652721,-41.81883567,27.61587136,21,-1.332536921,-0.573062873,0.469292017,0.821896908,0.631433723,0.003404571,0.824433844,23
338,0.272571564,0.00642908,0.003124428,0.006248856,0.03,2,90,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 90}",-21.38964644,-19.97891159,-82.69644068,-12.53611874,-44.51208919,-36.22264133,25.58693736,30,-551.1721926,-402.133516,-10652.22439,-197.7831344,-2706.032867,-2901.86922,3979.771194,38,-23.47705673,-20.05326696,-103.2096138,-14.06353918,-52.01954313,-42.56460397,33.0170215,22,0.26672336,-2.108530309,0.21735553,0.702461553,0.69395773,-0.045606427,1.05156214,25
437,0.450049353,0.034437513,0.005008745,0.006440276,0.04,4,80,"{'learning_rate': 0.04, 'max_depth': 4, 'n_estimators': 80}",-37.96603833,-14.7909095,-67.07336569,-8.465723973,-44.16856038,-34.49291957,21.13173045,21,-1837.370625,-228.7482287,-7897.83944,-106.8450684,-3120.710716,-2638.302816,2854.861359,18,-42.86456141,-15.12442491,-88.86978924,-10.33658882,-55.86332174,-42.61173722,28.68000464,23,-1.444428395,-0.768245555,0.419726797,0.839265791,0.647059205,-0.061324432,0.889606032,26
427,0.335479116,0.006834752,0,0,0.04,3,80,"{'learning_rate': 0.04, 'max_depth': 3, 'n_estimators': 80}",-38.90328174,-11.06703613,-72.96742197,-8.400311334,-41.29832174,-34.52727458,23.56116485,22,-1845.931771,-126.1061206,-9101.153526,-106.5061125,-2975.959644,-2831.131435,3317.996857,31,-42.9643081,-11.22969815,-95.39996607,-10.32017987,-54.55235691,-42.89330182,31.48485499,24,-1.455818099,0.025187699,0.331316425,0.839775705,0.663430014,0.080778349,0.817624393,18
477,0.548853874,0.012372176,0.006478453,0.007477732,0.04,8,80,"{'learning_rate': 0.04, 'max_depth': 8, 'n_estimators': 80}",-38.37764919,-16.73093632,-66.41615132,-8.930535422,-45.18175737,-35.12740592,20.56864493,24,-1897.220541,-308.1761966,-7703.54056,-113.511707,-3178.070274,-2640.103856,2767.714914,19,-43.55709519,-17.55494792,-87.76981577,-10.6541873,-56.37437604,-43.18208444,27.84621049,25,-1.524052415,-1.382231298,0.434002402,0.829236719,0.640572052,-0.200494508,1.031371229,28
467,0.618544006,0.082626346,0.009447098,0.005826584,0.04,7,80,"{'learning_rate': 0.04, 'max_depth': 7, 'n_estimators': 80}",-38.37764919,-16.73093632,-66.41615132,-8.930535422,-45.18175737,-35.12740592,20.56864493,24,-1897.220541,-308.1761966,-7703.54056,-113.511707,-3178.070274,-2640.103856,2767.714914,19,-43.55709519,-17.55494792,-87.76981577,-10.6541873,-56.37437604,-43.18208444,27.84621049,25,-1.524052415,-1.382231298,0.434002402,0.829236719,0.640572052,-0.200494508,1.031371229,28
457,0.67668891,0.139181776,0.009120941,0.003281001,0.04,6,80,"{'learning_rate': 0.04, 'max_depth': 6, 'n_estimators': 80}",-38.37764919,-16.73093632,-66.41615132,-8.930535422,-45.18175737,-35.12740592,20.56864493,24,-1897.220541,-308.1761966,-7703.54056,-113.511707,-3178.070274,-2640.103856,2767.714914,19,-43.55709519,-17.55494792,-87.76981577,-10.6541873,-56.37437604,-43.18208444,27.84621049,25,-1.524052415,-1.382231298,0.434002402,0.829236719,0.640572052,-0.200494508,1.031371229,28
447,0.487590075,0.010905905,0.009374094,0.007653916,0.04,5,80,"{'learning_rate': 0.04, 'max_depth': 5, 'n_estimators': 80}",-38.377445,-16.73093632,-66.41616596,-8.950497519,-45.20030341,-35.13506964,20.56537311,27,-1897.216335,-308.1761966,-7703.5409,-114.3387228,-3178.980053,-2640.450442,2767.599669,22,-43.5570469,-17.55494792,-87.76981771,-10.69292864,-56.38244455,-43.19143714,27.83792735,28,-1.524046819,-1.382231298,0.434002377,0.827992583,0.640469159,-0.200762799,1.031104658,31
406,0.143103504,0.00668094,0.003124523,0.006249046,0.04,1,70,"{'learning_rate': 0.04, 'max_depth': 1, 'n_estimators': 70}",-18.96966939,-18.21582092,-86.28562937,-10.08563922,-48.75933195,-36.46321817,28.17174293,31,-508.1049374,-334.769636,-11352.49642,-163.2067074,-3268.206086,-3125.356757,4268.909684,46,-22.54118314,-18.29671107,-106.5480944,-12.77523806,-57.1682262,-43.46589057,35.15783148,29,0.324019814,-1.587801112,0.165904864,0.754477193,0.630378026,0.057395757,0.848971915,19
359,0.535502005,0.05065549,0.007874298,0.006525769,0.03,4,100,"{'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 100}",-39.55159893,-17.37553415,-68.82925058,-9.078337406,-45.38751086,-36.04444639,21.21384301,29,-1954.737368,-311.6317224,-8281.806919,-117.2359209,-3093.20889,-2751.724164,2974.161881,25,-44.21241192,-17.65309385,-91.00443351,-10.82755378,-55.61662423,-43.86282346,28.77111194,30,-1.600572504,-1.408942841,0.391515786,0.823634134,0.650169559,-0.228839173,1.052567688,32
349,0.397726202,0.006990644,0.006248951,0.007653371,0.03,3,100,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100}",-39.83591358,-13.64279115,-75.03367173,-8.937306654,-42.67556734,-36.02505009,23.72819413,28,-1914.944698,-189.5744879,-9510.517294,-116.5708018,-2951.286956,-2936.578848,3457.14037,39,-43.76008111,-13.76860516,-97.5218811,-10.7967959,-54.32574856,-44.03462237,31.58371227,31,-1.547632542,-0.465428815,0.301239488,0.824634717,0.666220403,-0.04419335,0.873686726,24
389,0.69137907,0.050014075,0.006249523,0.007654071,0.03,7,100,"{'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 100}",-39.93155901,-19.30785143,-68.15864599,-9.465304693,-46.41376227,-36.65542468,20.68164444,32,-2010.736573,-400.7529446,-8078.848162,-125.715551,-3156.98718,-2754.608082,2881.475183,26,-44.84123741,-20.01881476,-89.88241298,-11.21229464,-56.18707307,-44.42836657,27.94151617,32,-1.675073557,-2.097858361,0.406427652,0.810877657,0.642956472,-0.382534028,1.24187912,35
399,0.749896955,0.083845906,0.006249428,0.007653955,0.03,8,100,"{'learning_rate': 0.03, 'max_depth': 8, 'n_estimators': 100}",-39.93155901,-19.30785143,-68.15864599,-9.465304693,-46.41376227,-36.65542468,20.68164444,32,-2010.736573,-400.7529446,-8078.848162,-125.715551,-3156.98718,-2754.608082,2881.475183,26,-44.84123741,-20.01881476,-89.88241298,-11.21229464,-56.18707307,-44.42836657,27.94151617,32,-1.675073557,-2.097858361,0.406427652,0.810877657,0.642956472,-0.382534028,1.24187912,35
379,0.665260172,0.009235929,0.016334534,0.001423836,0.03,6,100,"{'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 100}",-39.93155901,-19.30785143,-68.15864599,-9.465304693,-46.41376227,-36.65542468,20.68164444,32,-2010.736573,-400.7529446,-8078.848162,-125.715551,-3156.98718,-2754.608082,2881.475183,26,-44.84123741,-20.01881476,-89.88241298,-11.21229464,-56.18707307,-44.42836657,27.94151617,32,-1.675073557,-2.097858361,0.406427652,0.810877657,0.642956472,-0.382534028,1.24187912,35
369,0.608779669,0.015336334,0.007848167,0.006987087,0.03,5,100,"{'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 100}",-39.93155901,-19.30785143,-68.15677847,-9.488832936,-46.43753815,-36.664512,20.6771356,35,-2010.736573,-400.7529446,-8078.60428,-126.6331886,-3158.28559,-2755.002515,2881.253933,29,-44.84123741,-20.01881476,-89.88105629,-11.25314128,-56.19862623,-44.43857519,27.93233878,35,-1.675073557,-2.097858361,0.406445571,0.809497193,0.642809626,-0.382835906,1.241591913,38
436,0.439501572,0.065620533,0.008465385,0.007107998,0.04,4,70,"{'learning_rate': 0.04, 'max_depth': 4, 'n_estimators': 70}",-41.15538817,-20.16593065,-71.55974337,-10.52757155,-46.70776585,-38.02327992,21.37673352,36,-2076.528881,-416.1980493,-8688.743549,-140.2200874,-3101.115475,-2884.561208,3098.79233,32,-45.56894645,-20.40093256,-93.21343009,-11.8414563,-55.68765999,-45.34248508,28.7857648,36,-1.762603304,-2.217250489,0.361617175,0.789057509,0.649275354,-0.435980751,1.284329497,39
328,0.175329256,0.006933427,0.006249046,0.007653487,0.03,1,90,"{'learning_rate': 0.03, 'max_depth': 1, 'n_estimators': 90}",-19.78935428,-20.75586162,-88.80079726,-11.809535,-51.6284319,-38.55679601,28.5651306,38,-530.1161339,-434.1267742,-11905.19402,-198.3619462,-3673.349726,-3348.22972,4465.036801,48,-23.02425099,-20.83570911,-109.1109253,-14.08410261,-60.60816551,-45.5326307,35.70727182,37,0.294736232,-2.355841237,0.125296846,0.701590807,0.584557785,-0.129931913,1.131554915,27
426,0.285898304,0.005758055,0.006249189,0.007653663,0.04,3,70,"{'learning_rate': 0.04, 'max_depth': 3, 'n_estimators': 70}",-41.76167885,-16.40363905,-77.82061258,-10.36299921,-44.29813768,-38.12941347,23.95671443,37,-2094.221336,-272.4427176,-9977.119827,-137.8002159,-2970.172021,-3090.351224,3608.114892,45,-45.76266313,-16.50583889,-99.88553362,-11.73883367,-54.49928459,-45.67843078,31.68331083,38,-1.786141256,-1.106008108,0.266957081,0.792697884,0.664084572,-0.233681965,1.027731731,33
466,0.521919727,0.019351013,0.007195997,0.000399208,0.04,7,70,"{'learning_rate': 0.04, 'max_depth': 7, 'n_estimators': 70}",-41.56505315,-22.00902671,-70.94359578,-10.94115376,-47.70789362,-38.6333446,20.87160782,39,-2137.261216,-512.2083691,-8494.872516,-152.5600457,-3169.271126,-2893.234654,3006.879518,34,-46.23052256,-22.63202088,-92.16763269,-12.35151998,-56.29627986,-45.93559519,27.98492002,39,-1.843401289,-2.959419389,0.375861345,0.770493681,0.641567203,-0.60297969,1.515579733,41
456,0.499970913,0.027493504,0.006249332,0.007653838,0.04,6,70,"{'learning_rate': 0.04, 'max_depth': 6, 'n_estimators': 70}",-41.56505315,-22.00902671,-70.94359578,-10.94115376,-47.70789362,-38.6333446,20.87160782,39,-2137.261216,-512.2083691,-8494.872516,-152.5600457,-3169.271126,-2893.234654,3006.879518,34,-46.23052256,-22.63202088,-92.16763269,-12.35151998,-56.29627986,-45.93559519,27.98492002,39,-1.843401289,-2.959419389,0.375861345,0.770493681,0.641567203,-0.60297969,1.515579733,41
476,0.506150532,0.020998214,0.006089258,0.007462102,0.04,8,70,"{'learning_rate': 0.04, 'max_depth': 8, 'n_estimators': 70}",-41.56505315,-22.00902671,-70.94359578,-10.94115376,-47.70789362,-38.6333446,20.87160782,39,-2137.261216,-512.2083691,-8494.872516,-152.5600457,-3169.271126,-2893.234654,3006.879518,34,-46.23052256,-22.63202088,-92.16763269,-12.35151998,-56.29627986,-45.93559519,27.98492002,39,-1.843401289,-2.959419389,0.375861345,0.770493681,0.641567203,-0.60297969,1.515579733,41
446,0.477069712,0.060715962,0.009374142,0.007653955,0.04,5,70,"{'learning_rate': 0.04, 'max_depth': 5, 'n_estimators': 70}",-41.56388793,-22.00902671,-70.94361591,-10.98010913,-47.73569658,-38.64646725,20.8636672,42,-2137.225073,-512.2083691,-8494.87322,-153.5466148,-3170.951586,-2893.760973,3006.732683,37,-46.23013166,-22.63202088,-92.16763651,-12.39139277,-56.31120302,-45.94647697,27.97645844,42,-1.843353206,-2.959419389,0.375861293,0.769009519,0.641377149,-0.603304927,1.515271724,45
358,0.511355352,0.085075048,0.009373617,0.007653526,0.03,4,90,"{'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 90}",-42.35829085,-22.11611382,-73.61055041,-11.88421385,-47.62843172,-39.51952013,21.45973027,44,-2176.069831,-498.476654,-9018.70222,-167.4562251,-3126.950946,-2997.531175,3200.020209,40,-46.64836365,-22.32659074,-94.96684801,-12.94048782,-55.91914651,-46.56028734,28.80400697,43,-1.895032071,-2.853271925,0.337374321,0.748084359,0.646353458,-0.603298372,1.483488256,44
348,0.362092161,0.010892799,0.009373617,0.007653526,0.03,3,90,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 90}",-42.29487419,-18.40937499,-79.22555743,-11.72983607,-45.30525939,-39.39298041,23.81416164,43,-2134.816212,-342.3789774,-10282.68984,-164.0345414,-2990.087097,-3182.801333,3707.419061,47,-46.20407138,-18.50348555,-101.4035987,-12.80759702,-54.68168887,-46.72008831,31.62332496,44,-1.84014847,-1.646622045,0.244506119,0.753231827,0.661832251,-0.365440063,1.139731697,34
378,0.623880291,0.040462788,0.009373951,0.007653799,0.03,6,90,"{'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 90}",-42.73511822,-23.95384138,-72.93857765,-12.23209877,-48.63877348,-40.0996819,20.95492801,45,-2232.560465,-601.4594121,-8806.209932,-180.4896942,-3199.964591,-3004.136819,3099.792664,41,-47.24997847,-24.52466946,-93.84140841,-13.4346453,-56.56822952,-47.12378623,27.9908126,45,-1.970186919,-3.649338436,0.352986639,0.728477236,0.638095886,-0.779993119,1.744695171,49
388,0.615260649,0.033105693,0.009373713,0.007653604,0.03,7,90,"{'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 90}",-42.73511822,-23.95384138,-72.93857765,-12.23209877,-48.63877348,-40.0996819,20.95492801,45,-2232.560465,-601.4594121,-8806.209932,-180.4896942,-3199.964591,-3004.136819,3099.792664,41,-47.24997847,-24.52466946,-93.84140841,-13.4346453,-56.56822952,-47.12378623,27.9908126,45,-1.970186919,-3.649338436,0.352986639,0.728477236,0.638095886,-0.779993119,1.744695171,49
398,0.629343843,0.016597817,0.009374332,0.00765411,0.03,8,90,"{'learning_rate': 0.03, 'max_depth': 8, 'n_estimators': 90}",-42.73511822,-23.95384138,-72.93857765,-12.23209877,-48.63877348,-40.0996819,20.95492801,45,-2232.560465,-601.4594121,-8806.209932,-180.4896942,-3199.964591,-3004.136819,3099.792664,41,-47.24997847,-24.52466946,-93.84140841,-13.4346453,-56.56822952,-47.12378623,27.9908126,45,-1.970186919,-3.649338436,0.352986639,0.728477236,0.638095886,-0.779993119,1.744695171,49
415,0.223137951,0.038691104,0.00744915,0.007025071,0.04,2,60,"{'learning_rate': 0.04, 'max_depth': 2, 'n_estimators': 60}",-23.95971266,-26.05168365,-89.31344556,-16.63856227,-50.01867355,-41.19641554,26.54293052,49,-688.099394,-681.7907094,-11979.32094,-335.710646,-3086.694978,-3354.323334,4423.243424,49,-26.23164871,-26.11112233,-109.4500842,-18.3224083,-55.55803253,-47.13465922,33.65482482,48,0.084556118,-4.270307001,0.119850564,0.494967938,0.650906259,-0.584005225,1.855823132,40
368,0.558946753,0.013357765,0.006249857,0.00765448,0.03,5,90,"{'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 90}",-42.73511822,-23.95384138,-72.93604781,-12.27649745,-48.66815506,-40.11393198,20.94472691,48,-2232.560465,-601.4594121,-8805.852663,-181.611344,-3201.863684,-3004.669514,3099.478668,44,-47.24997847,-24.52466946,-93.83950481,-13.47632532,-56.5850129,-47.13509819,27.98128003,49,-1.970186919,-3.649338436,0.353012888,0.726789863,0.637881106,-0.7803683,1.744371979,52
337,0.244897461,0.015739592,0.007448292,0.007024007,0.03,2,80,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 80}",-24.42989983,-26.50821789,-89.45569815,-16.78024274,-50.66645303,-41.56810233,26.49889773,50,-712.4022433,-705.8518868,-12016.91501,-341.6097771,-3146.616626,-3384.679108,4430.567012,50,-26.69086442,-26.56787321,-109.6216904,-18.48268858,-56.09471122,-47.49156556,33.6040222,50,0.052223733,-4.45630219,0.117088437,0.486093479,0.644129343,-0.63135344,1.925264651,46
