,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
62,3.637992239,0.203694508,0.022425127,0.008375599,20,100,"{'max_depth': 20, 'n_estimators': 100}",-0.903495641,-1.279005443,-5.142620215,-0.511300147,-1.42654498,-1.852593285,1.675389566,21,-1.139575867,-2.597657094,-39.16119491,-0.478259618,-2.860010717,-9.24733964,14.98324119,19,-1.067509188,-1.611724882,-6.257890612,-0.69156317,-1.691156621,-2.263968894,2.030217842,21,-0.762417015,-0.836274259,-6.461074397,-1.612564793,-1.536265468,-2.241719187,2.138226787,20
21,1.59943881,0.04670111,0.015634918,3.57E-05,5,50,"{'max_depth': 5, 'n_estimators': 50}",-0.837965421,-1.823551205,-5.072537233,-0.538483239,-1.107835732,-1.876074566,1.653913199,24,-0.939254967,-4.40079241,-38.12584253,-0.517665523,-2.11132512,-9.218976111,14.51624684,15,-0.969151674,-2.097806571,-6.174612744,-0.719489765,-1.453039958,-2.282820142,2.001926149,22,-0.45260968,-2.110903991,-6.263816855,-1.827825451,-0.872328996,-2.305496995,2.069854805,22
22,3.164750719,0.058404552,0.021870995,0.007658999,5,100,"{'max_depth': 5, 'n_estimators': 100}",-0.910330288,-1.581510266,-5.145245172,-0.509510386,-1.160310505,-1.861381323,1.678430397,22,-1.158138124,-3.437472455,-39.19775371,-0.474407018,-2.387277075,-9.331009676,14.96801151,22,-1.07616826,-1.854042193,-6.260810946,-0.688772109,-1.545081576,-2.284975017,2.027288546,23,-0.791124572,-1.429936653,-6.468039658,-1.591519391,-1.117043959,-2.279532846,2.112131867,21
11,1.356378651,0.024945213,0.015843582,0.00043565,4,50,"{'max_depth': 4, 'n_estimators': 50}",-0.846536242,-1.759832316,-5.017465308,-0.524116902,-1.168588383,-1.86330783,1.629067739,23,-0.952144426,-4.050724978,-37.32050371,-0.504666061,-2.692125531,-9.104032941,14.16488685,8,-0.975778882,-2.012641294,-6.109050966,-0.710398522,-1.640769798,-2.289727893,1.964988325,24,-0.472543941,-1.863442609,-6.110381983,-1.756813943,-1.387384418,-2.318113379,1.958339433,23
43,6.876737928,0.278312382,0.056240988,0.007653044,7,200,"{'max_depth': 7, 'n_estimators': 200}",-1.081227899,-1.421889283,-5.151855539,-0.493105974,-1.303914128,-1.890398565,1.66179122,29,-1.489331734,-3.166937359,-39.29906849,-0.454459495,-2.638963545,-9.409752124,14.97409678,23,-1.220381798,-1.779589098,-6.268896912,-0.67413611,-1.624488703,-2.313498524,2.014317925,25,-1.30333378,-1.238696387,-6.487342367,-1.482553057,-1.340240221,-2.370433162,2.060004815,24
33,6.570844412,0.18539783,0.050371599,0.006110235,6,200,"{'max_depth': 6, 'n_estimators': 200}",-1.089463196,-1.48512454,-5.151391056,-0.506006679,-1.159303359,-1.878257766,1.666740569,26,-1.515764062,-3.407916177,-39.28562522,-0.46975728,-2.464405103,-9.428693568,14.96037723,26,-1.231163702,-1.846054218,-6.2678246,-0.685388416,-1.569842381,-2.320054664,2.011477051,26,-1.344212836,-1.409043429,-6.484781126,-1.566119502,-1.185441308,-2.39791964,2.047076265,25
53,7.062524557,0.341897834,0.048582888,0.008329752,8,200,"{'max_depth': 8, 'n_estimators': 200}",-1.074860023,-1.479914918,-5.153398735,-0.503395008,-1.299501649,-1.902214067,1.658493898,36,-1.469133599,-3.374181174,-39.31562868,-0.46665953,-2.593030132,-9.443726623,14.96852581,28,-1.212078215,-1.836894437,-6.270217594,-0.683124827,-1.610288835,-2.322520782,2.01236772,27,-1.27209625,-1.385196279,-6.490497449,-1.549197576,-1.299506342,-2.399298779,2.047882391,26
44,10.36002669,0.405653463,0.084026432,0.005358404,7,300,"{'max_depth': 7, 'n_estimators': 300}",-1.078989528,-1.419788639,-5.155087792,-0.50313444,-1.317076469,-1.894815374,1.660792372,32,-1.507380044,-3.169411505,-39.34391258,-0.466791991,-2.73034027,-9.443567278,14.98017796,27,-1.227754065,-1.780284108,-6.272472605,-0.683221773,-1.652374131,-2.323221336,2.011519301,28,-1.331246489,-1.240445352,-6.495886158,-1.549921163,-1.421273355,-2.407754504,2.046622764,29
45,13.74637847,0.543740834,0.104756927,0.012392944,7,400,"{'max_depth': 7, 'n_estimators': 400}",-1.042819133,-1.455538814,-5.173761705,-0.500184641,-1.314600158,-1.89738089,1.670446779,33,-1.423645596,-3.316346772,-39.62321995,-0.460200746,-2.710301513,-9.506742916,15.09099862,41,-1.193166206,-1.821083955,-6.294697765,-0.678380974,-1.646299339,-2.326725648,2.023138818,29,-1.201746541,-1.344313352,-6.549100395,-1.513915504,-1.403502929,-2.402515744,2.075737953,28
34,9.873861647,0.25179594,0.072027826,0.005393629,6,300,"{'max_depth': 6, 'n_estimators': 300}",-1.080130747,-1.473760181,-5.156168538,-0.504910427,-1.17729903,-1.878453784,1.668697092,27,-1.511039351,-3.392259022,-39.35834065,-0.467728782,-2.577198152,-9.461313192,14.98097543,29,-1.229243406,-1.841808628,-6.27362261,-0.683906998,-1.605365426,-2.326789414,2.011806207,30,-1.33690581,-1.397975444,-6.498635026,-1.555038526,-1.285466498,-2.414804261,2.043921747,31
35,13.14865222,0.395822869,0.097546768,0.011587093,6,400,"{'max_depth': 6, 'n_estimators': 400}",-1.045305915,-1.503125217,-5.169914455,-0.501945034,-1.17002762,-1.878063648,1.677221718,25,-1.431343283,-3.512200101,-39.56225808,-0.460931005,-2.549114372,-9.503169368,15.06463314,39,-1.196387598,-1.874086471,-6.289853582,-0.678918997,-1.596594617,-2.327168253,2.021746099,31,-1.213651439,-1.482761351,-6.537485809,-1.517904651,-1.260561724,-2.402472995,2.070937936,27
55,14.03057065,0.672324815,0.097138834,0.006124991,8,400,"{'max_depth': 8, 'n_estimators': 400}",-1.039635195,-1.486463941,-5.153090096,-0.501146471,-1.336716934,-1.903410527,1.659388785,37,-1.413845258,-3.430894823,-39.31231479,-0.461419772,-2.732753584,-9.470245645,14.95647806,33,-1.189052252,-1.852267482,-6.269953332,-0.679278862,-1.653104227,-2.328731231,2.011779436,32,-1.186589777,-1.425286949,-6.48986608,-1.520574616,-1.423413489,-2.409146182,2.043336801,30
12,2.71805172,0.03516742,0.027940655,0.006168193,4,100,"{'max_depth': 4, 'n_estimators': 100}",-0.906363456,-1.666626956,-5.112431211,-0.507424809,-1.264776295,-1.891524546,1.655530519,30,-1.147662948,-3.680948782,-38.7122836,-0.475056424,-3.079237024,-9.419037756,14.69437603,24,-1.071290319,-1.918579887,-6.221919607,-0.68924337,-1.754775491,-2.331161735,1.996177027,33,-0.774924134,-1.602049174,-6.375546858,-1.595066866,-1.730675968,-2.4156526,2.008843294,32
83,7.246856594,0.395176071,0.049717855,0.006410662,100,200,"{'max_depth': 100, 'n_estimators': 200}",-1.074548842,-1.483933461,-5.150465138,-0.508555618,-1.375780452,-1.918656702,1.651011074,43,-1.468250999,-3.360979853,-39.27569188,-0.473889195,-2.76190046,-9.468142478,14.93757661,31,-1.211714075,-1.833297535,-6.267032143,-0.688396103,-1.661896645,-2.3324673,2.006922712,34,-1.27073126,-1.375864314,-6.482888606,-1.588690706,-1.449261019,-2.433487181,2.027343167,34
73,7.238427591,0.414604311,0.049999475,0.006254437,50,200,"{'max_depth': 50, 'n_estimators': 200}",-1.074548842,-1.483933461,-5.150465138,-0.508555618,-1.375780452,-1.918656702,1.651011074,43,-1.468250999,-3.360979853,-39.27569188,-0.473889195,-2.76190046,-9.468142478,14.93757661,31,-1.211714075,-1.833297535,-6.267032143,-0.688396103,-1.661896645,-2.3324673,2.006922712,34,-1.27073126,-1.375864314,-6.482888606,-1.588690706,-1.449261019,-2.433487181,2.027343167,34
54,10.53323407,0.531526935,0.075617313,0.006673357,8,300,"{'max_depth': 8, 'n_estimators': 300}",-1.076918765,-1.478772686,-5.149136669,-0.502225304,-1.328435957,-1.907097876,1.654810679,38,-1.500803601,-3.386038785,-39.25411509,-0.465604083,-2.721724269,-9.465657165,14.92805723,30,-1.225072896,-1.840119231,-6.265310454,-0.682351876,-1.649764913,-2.332523874,2.006237658,36,-1.321075656,-1.39357838,-6.478777749,-1.543432039,-1.413632661,-2.430099297,2.025610501,33
1,1.120398331,0.017225434,0.008311987,0.010687603,3,50,"{'max_depth': 3, 'n_estimators': 50}",-0.875020938,-1.59659043,-5.305756649,-0.782510666,-1.177306569,-1.947437051,1.703034623,68,-1.005414494,-3.423839426,-39.17959102,-0.857652799,-2.653974842,-9.424094516,14.90962944,25,-1.002703592,-1.850361972,-6.259360272,-0.926095459,-1.629102465,-2.333524752,1.994682117,37,-0.554929043,-1.420299515,-6.464579264,-3.685056871,-1.353552281,-2.695683395,2.153795957,78
63,7.268040323,0.389612282,0.04687171,5.74E-06,20,200,"{'max_depth': 20, 'n_estimators': 200}",-1.074548842,-1.483933461,-5.150465138,-0.511726708,-1.37984812,-1.920104454,1.650202676,46,-1.468250999,-3.360979853,-39.27569188,-0.478165151,-2.77306418,-9.471230413,14.93605985,34,-1.211714075,-1.833297535,-6.267032143,-0.691494867,-1.665251987,-2.333758121,2.006191278,38,-1.27073126,-1.375864314,-6.482888606,-1.612048758,-1.459161037,-2.440138795,2.024454033,39
36,16.41502776,0.470381837,0.124358797,0.00879489,6,500,"{'max_depth': 6, 'n_estimators': 500}",-1.098863797,-1.499410692,-5.164022902,-0.5048086,-1.171843366,-1.887789872,1.669261046,28,-1.539559485,-3.49235355,-39.47382519,-0.46566401,-2.543873533,-9.503055155,15.01930425,38,-1.240789863,-1.868783976,-6.282819844,-0.682395787,-1.594952518,-2.333948398,2.013886797,39,-1.381013772,-1.468731898,-6.520637387,-1.543759399,-1.255914134,-2.434011318,2.045558226,36
75,14.52935815,0.866352348,0.104041624,0.011837656,50,400,"{'max_depth': 50, 'n_estimators': 400}",-1.037848738,-1.489828888,-5.174184517,-0.504974478,-1.376920548,-1.916751434,1.664339789,39,-1.408423859,-3.421738525,-39.62567294,-0.466513401,-2.80925979,-9.546321703,15.07537193,47,-1.186770348,-1.849794184,-6.294892608,-0.683017863,-1.676084661,-2.338111933,2.019790656,40,-1.178205284,-1.418814395,-6.549567744,-1.548399325,-1.491259405,-2.437249231,2.06002503,37
85,14.5625411,0.789219952,0.105468607,0.006649307,100,400,"{'max_depth': 100, 'n_estimators': 400}",-1.037848738,-1.489828888,-5.174184517,-0.504974478,-1.376920548,-1.916751434,1.664339789,39,-1.408423859,-3.421738525,-39.62567294,-0.466513401,-2.80925979,-9.546321703,15.07537193,47,-1.186770348,-1.849794184,-6.294892608,-0.683017863,-1.676084661,-2.338111933,2.019790656,40,-1.178205284,-1.418814395,-6.549567744,-1.548399325,-1.491259405,-2.437249231,2.06002503,37
65,14.54058013,0.859964371,0.101962852,0.006739002,20,400,"{'max_depth': 20, 'n_estimators': 400}",-1.037848738,-1.489828888,-5.174184517,-0.507074003,-1.376701835,-1.917127596,1.663997982,41,-1.408423859,-3.421738525,-39.62567294,-0.469360963,-2.810442956,-9.547127849,15.0749232,50,-1.186770348,-1.849794184,-6.294892608,-0.685099236,-1.676437579,-2.338598791,2.019426538,42,-1.178205284,-1.418814395,-6.549567744,-1.563954559,-1.49230864,-2.440570124,2.058594952,40
84,10.91818795,0.612286038,0.076281166,0.010539294,100,300,"{'max_depth': 100, 'n_estimators': 300}",-1.074536823,-1.469644434,-5.155961197,-0.507232419,-1.396773311,-1.920829637,1.65280053,47,-1.493337967,-3.326440369,-39.35611303,-0.47232633,-2.861727427,-9.501989025,14.96109953,36,-1.222022081,-1.823853165,-6.273445069,-0.687260016,-1.6916641,-2.339648886,2.006995793,43,-1.309529641,-1.351448479,-6.498210614,-1.580153322,-1.537787852,-2.455425982,2.024060982,42
74,10.88581009,0.605836548,0.080350685,0.009784328,50,300,"{'max_depth': 50, 'n_estimators': 300}",-1.074536823,-1.469644434,-5.155961197,-0.507232419,-1.396773311,-1.920829637,1.65280053,47,-1.493337967,-3.326440369,-39.35611303,-0.47232633,-2.861727427,-9.501989025,14.96109953,36,-1.222022081,-1.823853165,-6.273445069,-0.687260016,-1.6916641,-2.339648886,2.006995793,43,-1.309529641,-1.351448479,-6.498210614,-1.580153322,-1.537787852,-2.455425982,2.024060982,42
38,23.0258584,0.620453035,0.167226028,0.006216446,6,700,"{'max_depth': 6, 'n_estimators': 700}",-1.113514654,-1.487850228,-5.1770078,-0.504004006,-1.185736848,-1.893622707,1.672481992,31,-1.579365198,-3.438199238,-39.66497647,-0.463575352,-2.587435761,-9.546710403,15.0919667,49,-1.256727973,-1.854238183,-6.298013692,-0.680863681,-1.608550826,-2.339678871,2.01807165,45,-1.442575504,-1.430450413,-6.557055936,-1.532349791,-1.294545238,-2.451395377,2.054236686,41
64,10.88952656,0.673925416,0.08004365,0.010605222,20,300,"{'max_depth': 20, 'n_estimators': 300}",-1.074536823,-1.469644434,-5.155961197,-0.510031786,-1.39783662,-1.921602172,1.652254527,50,-1.493337967,-3.326440369,-39.35611303,-0.476114546,-2.866012882,-9.503603759,14.96026196,40,-1.222022081,-1.823853165,-6.273445069,-0.69001054,-1.692930265,-2.340452224,2.006461349,46,-1.309529641,-1.351448479,-6.498210614,-1.600847016,-1.541588205,-2.460324791,2.021941495,44
56,17.6134573,0.839205209,0.122303677,0.008286812,8,500,"{'max_depth': 8, 'n_estimators': 500}",-1.09569415,-1.503870329,-5.160237434,-0.505675718,-1.323883745,-1.917872275,1.655743205,42,-1.529075995,-3.498625895,-39.41921829,-0.467783752,-2.70613019,-9.524166825,14.98296647,42,-1.236558124,-1.870461412,-6.278472608,-0.683947185,-1.645031972,-2.34289426,2.008734255,47,-1.364800475,-1.473165795,-6.510233563,-1.55533881,-1.399803788,-2.460668486,2.02583915,45
39,32.92225471,0.858014224,0.239015484,0.020358823,6,1000,"{'max_depth': 6, 'n_estimators': 1000}",-1.134517258,-1.502401676,-5.170060821,-0.502451714,-1.184694675,-1.898825229,1.667461667,34,-1.629974002,-3.48137576,-39.56112667,-0.462414491,-2.574664053,-9.541910995,15.04301785,43,-1.276704352,-1.865844517,-6.289763642,-0.680010655,-1.604575973,-2.343379828,2.012580925,48,-1.520844815,-1.460971738,-6.53727025,-1.526008414,-1.283219252,-2.465662894,2.03770437,47
66,18.15891666,1.056049043,0.131850624,0.016473382,20,500,"{'max_depth': 20, 'n_estimators': 500}",-1.091655598,-1.480372346,-5.167963944,-0.509345671,-1.379867682,-1.925841048,1.655911511,51,-1.515927658,-3.387468632,-39.53184298,-0.47301168,-2.815046393,-9.544659468,15.02787539,44,-1.23123014,-1.84050771,-6.287435326,-0.687758446,-1.677809999,-2.344948324,2.011436508,49,-1.344465846,-1.394589134,-6.531691059,-1.583897149,-1.49639098,-2.470206834,2.032425275,50
46,17.16434278,0.682884522,0.129146671,0.011138811,7,500,"{'max_depth': 7, 'n_estimators': 500}",-1.095631914,-1.480345342,-5.18192037,-0.503020133,-1.333612138,-1.918905979,1.665213509,45,-1.528896283,-3.403969362,-39.74446639,-0.464578521,-2.74857967,-9.578098044,15.11699608,52,-1.236485456,-1.844984922,-6.304321247,-0.681599971,-1.657884094,-2.345055138,2.019607497,50,-1.364522541,-1.40625344,-6.572200524,-1.537829755,-1.437448105,-2.463650873,2.055071265,46
76,18.15402808,1.057624002,0.12498126,0.013976812,50,500,"{'max_depth': 50, 'n_estimators': 500}",-1.091655598,-1.480372346,-5.167963944,-0.507219984,-1.385322462,-1.926506867,1.655917416,52,-1.515927658,-3.387468632,-39.53184298,-0.470152503,-2.825412614,-9.546160877,15.02729285,45,-1.23123014,-1.84050771,-6.287435326,-0.685676675,-1.680896372,-2.345149245,2.011575476,51,-1.344465846,-1.394589134,-6.531691059,-1.568278467,-1.505583774,-2.468921656,2.032922255,48
86,18.15865917,1.101824327,0.129045677,0.01225372,100,500,"{'max_depth': 100, 'n_estimators': 500}",-1.091655598,-1.480372346,-5.167963944,-0.507219984,-1.385322462,-1.926506867,1.655917416,52,-1.515927658,-3.387468632,-39.53184298,-0.470152503,-2.825412614,-9.546160877,15.02729285,45,-1.23123014,-1.84050771,-6.287435326,-0.685676675,-1.680896372,-2.345149245,2.011575476,51,-1.344465846,-1.394589134,-6.531691059,-1.568278467,-1.505583774,-2.468921656,2.032922255,48
37,19.71368122,0.529587177,0.144324875,0.012372972,6,600,"{'max_depth': 6, 'n_estimators': 600}",-1.138367167,-1.495723712,-5.179017371,-0.503424302,-1.185307499,-1.90036801,1.670729612,35,-1.634309902,-3.477845319,-39.69464762,-0.463056813,-2.60442524,-9.574856979,15.09330612,51,-1.278401307,-1.864898206,-6.300368848,-0.680482779,-1.613823175,-2.347594863,2.015851021,53,-1.527550524,-1.458476082,-6.562708947,-1.529517194,-1.309611556,-2.477572861,2.044132123,52
48,24.04326243,1.004042083,0.169221878,0.010616761,7,700,"{'max_depth': 7, 'n_estimators': 700}",-1.11213809,-1.473183286,-5.192518553,-0.502573397,-1.325832676,-1.9212492,1.668759354,49,-1.574715367,-3.362235758,-39.89937658,-0.462428209,-2.746633027,-9.609077789,15.17781646,62,-1.254876634,-1.83364003,-6.316595332,-0.680020742,-1.657296904,-2.348485928,2.023287334,54,-1.435384285,-1.376752108,-6.601714345,-1.526083352,-1.435721817,-2.475131182,2.063844103,51
68,25.45565815,1.502750806,0.172964001,0.013976046,20,700,"{'max_depth': 20, 'n_estimators': 700}",-1.107434016,-1.483425364,-5.173023262,-0.508306061,-1.394127373,-1.933263215,1.655388986,58,-1.559027017,-3.388725705,-39.60479209,-0.470488771,-2.872279368,-9.57906259,15.04747641,53,-1.248610034,-1.840849181,-6.293233834,-0.68592184,-1.694780035,-2.352678985,2.01096101,55,-1.411121384,-1.395477755,-6.545589479,-1.570115381,-1.547145343,-2.493889868,2.027059496,55
88,25.42787018,1.490581302,0.177405262,0.014448054,100,700,"{'max_depth': 100, 'n_estimators': 700}",-1.107434016,-1.483425364,-5.173023262,-0.505924201,-1.398591666,-1.933679702,1.655509745,59,-1.559027017,-3.388725705,-39.60479209,-0.46721267,-2.88052006,-9.580055508,15.04713893,54,-1.248610034,-1.840849181,-6.293233834,-0.683529568,-1.697209492,-2.352686422,2.011199172,56,-1.411121384,-1.395477755,-6.545589479,-1.552219187,-1.554453211,-2.491772203,2.028025098,53
78,25.4315289,1.501938338,0.184052896,0.018050691,50,700,"{'max_depth': 50, 'n_estimators': 700}",-1.107434016,-1.483425364,-5.173023262,-0.505924201,-1.398591666,-1.933679702,1.655509745,59,-1.559027017,-3.388725705,-39.60479209,-0.46721267,-2.88052006,-9.580055508,15.04713893,54,-1.248610034,-1.840849181,-6.293233834,-0.683529568,-1.697209492,-2.352686422,2.011199172,56,-1.411121384,-1.395477755,-6.545589479,-1.552219187,-1.554453211,-2.491772203,2.028025098,53
58,24.67426329,1.099401124,0.170236349,0.013393137,8,700,"{'max_depth': 8, 'n_estimators': 700}",-1.110318696,-1.533575949,-5.170716614,-0.504463912,-1.328284366,-1.929471907,1.656833551,55,-1.56860774,-3.606607599,-39.5724106,-0.464721944,-2.739551612,-9.5903799,15.02855952,57,-1.252440713,-1.899107053,-6.290660586,-0.681705174,-1.65515909,-2.355814523,2.010103936,58,-1.425938502,-1.549497665,-6.539420089,-1.538613226,-1.429441998,-2.496582296,2.022091888,56
47,20.56932368,0.81323448,0.145679092,0.011807031,7,600,"{'max_depth': 7, 'n_estimators': 600}",-1.137848421,-1.474032193,-5.193056941,-0.50423668,-1.336387796,-1.929112406,1.665420303,54,-1.632489946,-3.371027839,-39.90845641,-0.465015654,-2.788786815,-9.633155333,15.17049049,67,-1.2776893,-1.836035904,-6.317314019,-0.681920563,-1.669966112,-2.356585179,2.019817226,59,-1.524735862,-1.382967198,-6.603444253,-1.540217656,-1.473103914,-2.504893777,2.05001147,57
57,21.14852395,1.020303272,0.15477128,0.01768816,8,600,"{'max_depth': 8, 'n_estimators': 600}",-1.135725795,-1.503459936,-5.171008427,-0.506010119,-1.334485488,-1.930137953,1.655253949,56,-1.625196945,-3.500045894,-39.57658359,-0.46722139,-2.766433988,-9.587096361,15.03001613,56,-1.274832124,-1.870840959,-6.290992258,-0.683535946,-1.663260048,-2.356692267,2.008257433,60,-1.513456833,-1.474169587,-6.540215135,-1.552266822,-1.453281365,-2.506677948,2.017053737,58
49,34.38246374,1.444038782,0.250907516,0.013471881,7,1000,"{'max_depth': 7, 'n_estimators': 1000}",-1.135479586,-1.509862279,-5.178996398,-0.507821299,-1.331805791,-1.93279307,1.657959321,57,-1.633277236,-3.495596776,-39.69438873,-0.469915616,-2.741123821,-9.606860435,15.07850809,61,-1.277997353,-1.869651512,-6.300348302,-0.685503914,-1.655633963,-2.357827009,2.011842994,61,-1.525953449,-1.471024522,-6.562659622,-1.566984435,-1.430836238,-2.511491653,2.026115955,59
67,21.84463077,1.226737986,0.15629487,0.021039424,20,600,"{'max_depth': 20, 'n_estimators': 600}",-1.131273091,-1.474174523,-5.181966958,-0.508116883,-1.397303418,-1.938566975,1.656875428,61,-1.610067525,-3.361163163,-39.73810798,-0.470610867,-2.891008706,-9.614191649,15.09584686,63,-1.268884363,-1.833347529,-6.303816938,-0.686010836,-1.700296652,-2.358471263,2.012909573,62,-1.49005835,-1.375993894,-6.570989108,-1.570782346,-1.563754572,-2.514315654,2.029546769,62
77,21.75973001,1.298545409,0.154427576,0.014243872,50,600,"{'max_depth': 50, 'n_estimators': 600}",-1.131273091,-1.474174523,-5.181966958,-0.505338046,-1.403342387,-1.939219001,1.656963223,62,-1.610067525,-3.361163163,-39.73810798,-0.466797056,-2.902212649,-9.615669675,15.09531174,64,-1.268884363,-1.833347529,-6.303816938,-0.68322548,-1.703588169,-2.358572496,2.013158081,63,-1.49005835,-1.375993894,-6.570989108,-1.549948834,-1.57369026,-2.512136089,2.030577982,60
87,21.75026336,1.217577738,0.158043766,0.015787806,100,600,"{'max_depth': 100, 'n_estimators': 600}",-1.131273091,-1.474174523,-5.181966958,-0.505338046,-1.403342387,-1.939219001,1.656963223,62,-1.610067525,-3.361163163,-39.73810798,-0.466797056,-2.902212649,-9.615669675,15.09531174,64,-1.268884363,-1.833347529,-6.303816938,-0.68322548,-1.703588169,-2.358572496,2.013158081,63,-1.49005835,-1.375993894,-6.570989108,-1.549948834,-1.57369026,-2.512136089,2.030577982,60
79,36.29534874,2.086694673,0.252371931,0.021485922,50,1000,"{'max_depth': 50, 'n_estimators': 1000}",-1.129018355,-1.513325791,-5.169535829,-0.504492806,-1.385241491,-1.940322854,1.651549646,65,-1.611082014,-3.499813038,-39.55377309,-0.465553035,-2.849539989,-9.595952233,15.01512813,59,-1.269284056,-1.870778725,-6.289179047,-0.682314469,-1.688058052,-2.35992287,2.006667955,65,-1.491627313,-1.474004982,-6.53586923,-1.543153183,-1.526979997,-2.514326941,2.01092114,63
89,36.30412884,2.07202491,0.255750227,0.028408622,100,1000,"{'max_depth': 100, 'n_estimators': 1000}",-1.129018355,-1.513325791,-5.169535829,-0.504492806,-1.385241491,-1.940322854,1.651549646,65,-1.611082014,-3.499813038,-39.55377309,-0.465553035,-2.849539989,-9.595952233,15.01512813,59,-1.269284056,-1.870778725,-6.289179047,-0.682314469,-1.688058052,-2.35992287,2.006667955,65,-1.491627313,-1.474004982,-6.53586923,-1.543153183,-1.526979997,-2.514326941,2.01092114,63
69,36.27767792,2.154458778,0.25669055,0.022694542,20,1000,"{'max_depth': 20, 'n_estimators': 1000}",-1.129018355,-1.513325791,-5.169535829,-0.505595695,-1.382294704,-1.939954075,1.651556519,64,-1.611082014,-3.499813038,-39.55377309,-0.467244429,-2.846027573,-9.595588028,15.01523816,58,-1.269284056,-1.870778725,-6.289179047,-0.683552799,-1.68701736,-2.359962397,2.006530715,67,-1.491627313,-1.474004982,-6.53586923,-1.552392674,-1.523865177,-2.515551875,2.010338839,65
59,35.2057991,1.572426065,0.256154585,0.018095259,8,1000,"{'max_depth': 8, 'n_estimators': 1000}",-1.132653572,-1.56658568,-5.167383027,-0.504913491,-1.354346923,-1.945176538,1.649822811,67,-1.623523959,-3.72536498,-39.52167979,-0.4658112,-2.778498552,-9.622975696,14.98937007,66,-1.274175796,-1.930120457,-6.28662706,-0.682503626,-1.666882885,-2.368061965,2.003810926,68,-1.510869468,-1.633446822,-6.529754747,-1.544563447,-1.463980253,-2.536522947,1.997385453,67
2,2.211890554,0.015993307,0.021092558,0.005718048,3,100,"{'max_depth': 3, 'n_estimators': 100}",-1.019409043,-1.401897,-5.399112582,-0.774052166,-1.252826288,-1.969459416,1.727993355,72,-1.475609868,-2.714616277,-40.57844594,-0.83010055,-2.971757449,-9.714106018,15.4522359,69,-1.214746833,-1.647609261,-6.370121344,-0.91109854,-1.723878606,-2.373490917,2.020061109,69,-1.282112156,-0.918952276,-6.731092089,-3.534548586,-1.635362782,-2.820413578,2.15358617,83
