,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
337,0.2703217029571533,0.03785969610206907,0.0,0.0,0.03,2,80,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 80}",-1.6443783218668118,-2.4215703076643167,-4.267860580978523,-1.2874222013838614,-1.2243210388487304,-2.169110490148449,1.1325928745565008,10,-3.0815831269807,-6.355716622015465,-24.83981901978333,-2.1442064190667107,-2.859301839685493,-7.85612540550634,8.614959007751928,15,-1.755443854693365,-2.5210546646226186,-4.983956161502961,-1.464310902461192,-1.6909470245059404,-2.483142521557215,1.3000494694975318,11,-3.765838498022984,-3.4928327361594995,-3.732535311348915,-10.713048716205927,-1.535636834137084,-4.647978419174882,3.143956625751343,7
406,0.143464994430542,0.004958762520088118,0.006248855590820312,0.007653253836923836,0.04,1,70,"{'learning_rate': 0.04, 'max_depth': 1, 'n_estimators': 70}",-2.2899480802793417,-3.5836678873123513,-2.3438411627499685,-1.7949625530242923,-1.149758630793489,-2.2324356628318887,0.800639702432408,13,-5.890453651858581,-13.559928053778796,-7.735751056387373,-4.245061016273653,-2.320216630572264,-6.750282081774133,3.8466438561898455,5,-2.427025680098705,-3.682380758935555,-2.781321818198565,-2.06035458508327,-1.523225731982054,-2.4948617148596295,0.7252221077034265,12,-8.109911895303394,-8.585463336888955,-0.47383179422525634,-22.189281612412227,-1.0575745694283154,-8.08321264165163,7.829385897015421,22
415,0.18292126655578614,0.006354382359958864,0.0068166255950927734,0.008396706003131226,0.04,2,60,"{'learning_rate': 0.04, 'max_depth': 2, 'n_estimators': 60}",-1.8165403226941814,-2.4918097412953735,-4.257047040680853,-1.282274496445745,-1.1949823167974298,-2.208530783582717,1.1238819821395225,12,-3.655198616018055,-6.7217886068406205,-24.74594185416632,-2.1242862920974352,-2.73924284255542,-7.99729164233557,8.52217381641334,16,-1.911857373346154,-2.592641241444836,-4.974529309810761,-1.4574931533621127,-1.6550658121523205,-2.518317378023237,1.2866115287380806,13,-4.652966531916075,-3.7516076776847864,-3.7146496334839503,-10.604232039066376,-1.4291681811367924,-4.830524812657595,3.077196406268835,8
328,0.18075733184814452,0.00778220382572987,0.0011993885040283204,0.002398777008056641,0.03,1,90,"{'learning_rate': 0.03, 'max_depth': 1, 'n_estimators': 90}",-2.3299177222356904,-3.746611447160355,-2.344203021141582,-1.807168592689941,-1.1184732115932403,-2.2692747989641617,0.8636783908490165,14,-6.075109600430152,-14.779685322517714,-7.7198030233146975,-4.237408028344569,-2.192643579158886,-7.000929910753203,4.304407699002833,6,-2.4647737422388594,-3.844435631210089,-2.7784533509336984,-2.0584965456236666,-1.4807577719393832,-2.525383408389139,0.7895369221170453,14,-8.395492518096328,-9.44770527010795,-0.47079334094172465,-22.147476019610707,-0.9444424321641343,-8.28118191618417,7.854653038350414,23
336,0.25886831283569334,0.04926792165745601,0.007448673248291016,0.007024777801394834,0.03,2,70,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 70}",-1.8640584989619895,-2.864735024597065,-4.2406591730898615,-1.28904354971267,-1.190388769710892,-2.2897770032144953,1.1426177090240315,15,-3.877765181516824,-8.740527204536578,-23.957146347113675,-2.07776646951021,-2.647808256133044,-8.260202691762066,8.19209374008075,17,-1.9692042000556529,-2.956438263271631,-4.894603798788384,-1.4414459648249773,-1.6272087315808763,-2.577780191704304,1.270925637092504,15,-4.997178017544912,-5.17864657776101,-3.5643666307138053,-10.35011054060048,-1.3480837352665485,-5.087677100377351,2.9669750442480947,9
405,0.12929434776306153,0.005550370407660063,0.0,0.0,0.04,1,60,"{'learning_rate': 0.04, 'max_depth': 1, 'n_estimators': 60}",-2.521047845718755,-4.134944746345937,-2.333560951566777,-1.7762407934424704,-1.1355558154420082,-2.3802700305031896,1.0015036980590046,18,-7.002280552171194,-17.923980888836436,-7.6278764387918665,-4.044447777159091,-2.1839141630752814,-7.756499964006774,5.455201247173696,13,-2.646182259817187,-4.233672269890105,-2.7618610462497686,-2.0110812457877207,-1.477807214448245,-2.6261208072386055,0.9273561720262771,16,-9.829413601505653,-11.67039625723981,-0.45327929194806993,-21.09340174657006,-0.9367011616711485,-8.796638411786947,7.641017631661677,26
327,0.15668554306030275,0.0039223096458601645,0.00964512825012207,0.007890813816684593,0.03,1,80,"{'learning_rate': 0.03, 'max_depth': 1, 'n_estimators': 80}",-2.5542037638400927,-4.173223812857163,-2.2924508675220387,-1.7914828601408517,-1.1125024834314623,-2.3847727575583217,1.020436370115602,19,-7.170555178982915,-18.252394037231916,-7.4027461603553935,-4.071592042859293,-2.1268957673784104,-7.804836637361585,5.583754526644831,14,-2.6777892334877507,-4.272282064334226,-2.7207988092388224,-2.017818634778481,-1.4583880715976836,-2.6294153626873924,0.9439340484510093,17,-10.089659605476188,-11.902550305610287,-0.41038699102164733,-21.241681363534592,-0.8861370895799376,-8.906083071044531,7.73360252358619,27
259,0.3253532886505127,0.05425504870750244,0.006838464736938476,0.0066245615045116505,0.02,2,100,"{'learning_rate': 0.02, 'max_depth': 2, 'n_estimators': 100}",-2.1165428513042817,-3.1014000967877653,-4.19660398559635,-1.2417354380910781,-1.1653169639313847,-2.364319867142172,1.154101344554039,16,-4.9261552647375755,-10.197940770311062,-23.27133115677541,-1.869970826824419,-2.540838283431971,-8.561247260416089,7.915778322580772,18,-2.2194943714138082,-3.193421483348395,-4.824036811299786,-1.3674687663067187,-1.5940007162582992,-2.6396844297254014,1.2622651749459657,18,-6.618571182575139,-6.20888687446545,-3.4337036575757818,-9.214995719494134,-1.253222465580759,-5.345875979938253,2.747393099681965,10
414,0.15419039726257325,0.006835063478714424,0.007448053359985352,0.007023991046401298,0.04,2,50,"{'learning_rate': 0.04, 'max_depth': 2, 'n_estimators': 50}",-2.1170566270527775,-3.1091565509475196,-4.216289871544302,-1.2634685283910754,-1.144435602182725,-2.3700814360236797,1.1615109990174635,17,-4.902078372655819,-10.251443576946684,-23.505639552328404,-1.9506250690189595,-2.4442208334034907,-8.610801480870673,8.008585411600139,19,-2.21406376887745,-3.2017875596214505,-4.848261497931852,-1.3966477970551343,-1.5634004072544854,-2.6448322061480747,1.2710877555041513,19,-6.5813349392327725,-6.246707811965446,-3.478344592955258,-9.655581597604003,-1.1675418418311652,-5.42590215671773,2.8922499216638355,11
335,0.18819084167480468,0.0046340811500680075,0.003125,0.006250000000000001,0.03,2,60,"{'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 60}",-2.149024443440624,-3.44450376127858,-4.146529169953927,-1.2941405837696065,-1.1583361568138602,-2.43850682305132,1.179964512148481,20,-5.112081408596835,-12.489224041431626,-22.288923036571884,-1.9979083456259326,-2.444141113876842,-8.866455589220624,7.69162497238882,21,-2.2609912446970766,-3.5340096266750076,-4.721114596848067,-1.4134738574257157,-1.5633749114901525,-2.6985928474272036,1.2585913685685917,20,-6.906116232531849,-7.8285866031548395,-3.246533166707219,-9.913873578000358,-1.167471146332927,-5.812516145345438,3.1699320409577205,12
258,0.2694528579711914,0.006877257217113106,0.006248998641967774,0.007653429038454395,0.02,2,90,"{'learning_rate': 0.02, 'max_depth': 2, 'n_estimators': 90}",-2.3703430132486276,-3.4742972401274854,-4.117007002832121,-1.2446672333136315,-1.1495395578096843,-2.47117080946631,1.1812049647241394,22,-6.105061271041287,-12.707726863647718,-21.957506919942066,-1.8191991049516738,-2.4336443270000467,-9.004627697316558,7.545935535915209,22,-2.470842218969331,-3.5647898765071298,-4.685883792833756,-1.3487768922070373,-1.560014207307115,-2.7260613975648735,1.254279456111438,21,-8.441814430891363,-7.98304544563929,-3.183391061144712,-8.937647584345855,-1.1581625664986914,-5.940812217703982,3.15860285452988,13
326,0.1422095775604248,0.009426812619676393,0.0066414356231689455,0.006433384647398741,0.03,1,70,"{'learning_rate': 0.03, 'max_depth': 1, 'n_estimators': 70}",-2.7759907397006884,-4.642714983818962,-2.237954388056819,-1.7670670349588506,-1.11124981318861,-2.5069953919447863,1.2001366112315615,24,-8.352722898671992,-22.532864070873316,-7.080262976039694,-3.8296270064965947,-2.0785482465717395,-8.774805039730667,7.233649912238391,20,-2.8901077659270755,-4.746879403447418,-2.660876354895074,-1.9569432813693386,-1.4417171173887544,-2.7393047846055323,1.127392716300716,22,-11.917947273683405,-14.928398850631687,-0.34894680678057854,-19.91991111169083,-0.8432623734883733,-9.591693283254974,7.77852650909944,29
404,0.10607047080993652,0.0049013377237408775,0.0,0.0,0.04,1,50,"{'learning_rate': 0.04, 'max_depth': 1, 'n_estimators': 50}",-2.867941633102788,-4.761350895076603,-2.2201508118636455,-1.7317075806557964,-1.1106992759069165,-2.53837003932115,1.2522358346680933,26,-8.871687522652305,-23.69504556637417,-6.982856824952939,-3.6136837394214743,-2.0673286312121353,-9.046120456922605,7.708351244749361,23,-2.9785378162199496,-4.867755701180388,-2.642509569510192,-1.9009691579353607,-1.4378207924536823,-2.7655186074599145,1.182382040085006,23,-12.720554726463922,-15.74994068121904,-0.3303887790754043,-18.740288672033884,-0.8333127873426194,-9.674897129226974,7.666250167628364,30
249,0.20840039253234863,0.03361919125874629,0.00937337875366211,0.007653331707571765,0.02,1,100,"{'learning_rate': 0.02, 'max_depth': 1, 'n_estimators': 100}",-2.8859741839145556,-4.7933664088041885,-2.229478152326242,-1.734490229911955,-1.108833084648171,-2.5504284119210228,1.264145806192794,27,-8.9754453019893,-24.004778811468665,-7.039363660833752,-3.632563170993672,-2.0584019227825268,-9.142110573613582,7.821537826694844,24,-2.9959047551598332,-4.899467196692786,-2.6531799149009387,-1.9059284275632367,-1.4347131848500336,-2.777838695833366,1.1940363284022686,24,-12.881021862626534,-15.968889974555559,-0.34115458199552884,-18.843420394695027,-0.8253965574477697,-9.771976674264083,7.737450338841455,31
413,0.1284121036529541,0.006039557871150026,0.003124380111694336,0.006248760223388671,0.04,2,40,"{'learning_rate': 0.04, 'max_depth': 2, 'n_estimators': 40}",-2.5531254160734043,-3.98426416482823,-3.970703901987706,-1.2679241299610369,-1.081401555012337,-2.5714838335725423,1.2548876597919536,28,-7.055678626595876,-16.642099516498252,-20.08681182740496,-1.842975021621184,-2.120646939481662,-9.549642386320386,7.5118231931752355,25,-2.656252741475456,-4.079472945920619,-4.481831302872182,-1.3575621612365247,-1.4562441208402053,-2.806272654468997,1.2940155235158173,25,-9.911996672715155,-10.764239023362423,-2.826982241291877,-9.0675270902302,-0.8805956115991025,-6.690268127839753,4.03250310442183,14
