,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
23,6.124535465,0.163319921,0.051514769,0.008161857,5,200,"{'max_depth': 5, 'n_estimators': 200}",-7.447331346,-3.260535933,-35.64153698,-3.851355721,-34.8268438,-17.00552076,14.95470699,1,-63.19605199,-12.97726985,-1838.897084,-23.99409366,-2231.946985,-834.2022969,988.7770563,1,-7.949594454,-3.602397792,-42.88236332,-4.898376635,-47.24348616,-21.31524367,19.49006629,1,0.915924299,0.89968447,0.864891821,0.963904074,0.747575083,0.87839595,0.072759437,1
43,6.346418762,0.183409884,0.043708181,0.005939598,7,200,"{'max_depth': 7, 'n_estimators': 200}",-8.456072276,-3.036211745,-35.63108922,-3.690542067,-34.60922643,-17.08462835,14.84785698,2,-86.61649459,-12.97592058,-1840.03252,-21.39022727,-2229.904974,-838.1840274,985.2473684,2,-9.3067983,-3.602210514,-42.89560025,-4.624957002,-47.22186966,-21.53028714,19.35538072,2,0.884765863,0.8996949,0.864808398,0.967821245,0.747806027,0.872979287,0.071530068,34
73,6.295277214,0.161798504,0.050004339,0.006252483,50,200,"{'max_depth': 50, 'n_estimators': 200}",-8.456072276,-3.036211745,-35.63108922,-3.690542067,-34.60922643,-17.08462835,14.84785698,2,-86.61649459,-12.97592058,-1840.03252,-21.39022727,-2229.904974,-838.1840274,985.2473684,2,-9.3067983,-3.602210514,-42.89560025,-4.624957002,-47.22186966,-21.53028714,19.35538072,2,0.884765863,0.8996949,0.864808398,0.967821245,0.747806027,0.872979287,0.071530068,34
53,6.319295025,0.208429894,0.051243591,0.006647647,8,200,"{'max_depth': 8, 'n_estimators': 200}",-8.456072276,-3.036211745,-35.63108922,-3.690542067,-34.60922643,-17.08462835,14.84785698,2,-86.61649459,-12.97592058,-1840.03252,-21.39022727,-2229.904974,-838.1840274,985.2473684,2,-9.3067983,-3.602210514,-42.89560025,-4.624957002,-47.22186966,-21.53028714,19.35538072,2,0.884765863,0.8996949,0.864808398,0.967821245,0.747806027,0.872979287,0.071530068,34
33,6.329648829,0.171325534,0.048136711,0.00253809,6,200,"{'max_depth': 6, 'n_estimators': 200}",-8.456072276,-3.036211745,-35.63108922,-3.690542067,-34.60922643,-17.08462835,14.84785698,2,-86.61649459,-12.97592058,-1840.03252,-21.39022727,-2229.904974,-838.1840274,985.2473684,2,-9.3067983,-3.602210514,-42.89560025,-4.624957002,-47.22186966,-21.53028714,19.35538072,2,0.884765863,0.8996949,0.864808398,0.967821245,0.747806027,0.872979287,0.071530068,34
63,6.294045401,0.188542579,0.049128294,0.004509096,20,200,"{'max_depth': 20, 'n_estimators': 200}",-8.456072276,-3.036211745,-35.63108922,-3.690542067,-34.60922643,-17.08462835,14.84785698,2,-86.61649459,-12.97592058,-1840.03252,-21.39022727,-2229.904974,-838.1840274,985.2473684,2,-9.3067983,-3.602210514,-42.89560025,-4.624957002,-47.22186966,-21.53028714,19.35538072,2,0.884765863,0.8996949,0.864808398,0.967821245,0.747806027,0.872979287,0.071530068,34
83,6.275149488,0.205595307,0.048468733,0.003194499,100,200,"{'max_depth': 100, 'n_estimators': 200}",-8.456072276,-3.036211745,-35.63108922,-3.690542067,-34.60922643,-17.08462835,14.84785698,2,-86.61649459,-12.97592058,-1840.03252,-21.39022727,-2229.904974,-838.1840274,985.2473684,2,-9.3067983,-3.602210514,-42.89560025,-4.624957002,-47.22186966,-21.53028714,19.35538072,2,0.884765863,0.8996949,0.864808398,0.967821245,0.747806027,0.872979287,0.071530068,34
13,5.519496202,0.085925597,0.042180443,0.006258123,4,200,"{'max_depth': 4, 'n_estimators': 200}",-8.906509513,-4.113368223,-36.75021734,-3.703601434,-35.17051456,-17.72884221,15.00631008,63,-95.37199904,-19.75109222,-1832.44689,-17.84316961,-2238.964631,-840.8755564,984.4054062,8,-9.765858848,-4.444220091,-42.80708925,-4.224117613,-47.31769892,-21.71179694,19.22169165,8,0.873117585,0.847322179,0.865365733,0.973157322,0.746781413,0.861148846,0.072080535,51
76,15.71751099,0.482689412,0.117616272,0.007783819,50,500,"{'max_depth': 50, 'n_estimators': 500}",-7.957158667,-2.942544551,-36.51625522,-3.944359345,-34.97169848,-17.26640325,15.18779837,20,-75.59689975,-11.95162167,-1940.987541,-24.57129972,-2267.655196,-864.1525116,1018.072334,16,-8.694647764,-3.457111752,-44.05664014,-4.956944596,-47.61990336,-21.75704952,19.76823987,9,0.899426275,0.907612828,0.857390991,0.963035744,0.743536617,0.874200491,0.073484738,16
36,15.78272986,0.537693146,0.112296677,0.006437662,6,500,"{'max_depth': 6, 'n_estimators': 500}",-7.957158667,-2.942544551,-36.51625522,-3.944359345,-34.97169848,-17.26640325,15.18779837,20,-75.59689975,-11.95162167,-1940.987541,-24.57129972,-2267.655196,-864.1525116,1018.072334,16,-8.694647764,-3.457111752,-44.05664014,-4.956944596,-47.61990336,-21.75704952,19.76823987,9,0.899426275,0.907612828,0.857390991,0.963035744,0.743536617,0.874200491,0.073484738,16
86,15.70218039,0.45177944,0.114793682,0.009138573,100,500,"{'max_depth': 100, 'n_estimators': 500}",-7.957158667,-2.942544551,-36.51625522,-3.944359345,-34.97169848,-17.26640325,15.18779837,20,-75.59689975,-11.95162167,-1940.987541,-24.57129972,-2267.655196,-864.1525116,1018.072334,16,-8.694647764,-3.457111752,-44.05664014,-4.956944596,-47.61990336,-21.75704952,19.76823987,9,0.899426275,0.907612828,0.857390991,0.963035744,0.743536617,0.874200491,0.073484738,16
56,15.76592088,0.461126419,0.117649364,0.00972404,8,500,"{'max_depth': 8, 'n_estimators': 500}",-7.957158667,-2.942544551,-36.51625522,-3.944359345,-34.97169848,-17.26640325,15.18779837,20,-75.59689975,-11.95162167,-1940.987541,-24.57129972,-2267.655196,-864.1525116,1018.072334,16,-8.694647764,-3.457111752,-44.05664014,-4.956944596,-47.61990336,-21.75704952,19.76823987,9,0.899426275,0.907612828,0.857390991,0.963035744,0.743536617,0.874200491,0.073484738,16
66,15.75629258,0.458895647,0.123341751,0.007366478,20,500,"{'max_depth': 20, 'n_estimators': 500}",-7.957158667,-2.942544551,-36.51625522,-3.944359345,-34.97169848,-17.26640325,15.18779837,20,-75.59689975,-11.95162167,-1940.987541,-24.57129972,-2267.655196,-864.1525116,1018.072334,16,-8.694647764,-3.457111752,-44.05664014,-4.956944596,-47.61990336,-21.75704952,19.76823987,9,0.899426275,0.907612828,0.857390991,0.963035744,0.743536617,0.874200491,0.073484738,16
46,15.75162492,0.475470322,0.112448549,0.008965217,7,500,"{'max_depth': 7, 'n_estimators': 500}",-7.957158667,-2.942544551,-36.51625522,-3.944359345,-34.97169848,-17.26640325,15.18779837,20,-75.59689975,-11.95162167,-1940.987541,-24.57129972,-2267.655196,-864.1525116,1018.072334,16,-8.694647764,-3.457111752,-44.05664014,-4.956944596,-47.61990336,-21.75704952,19.76823987,9,0.899426275,0.907612828,0.857390991,0.963035744,0.743536617,0.874200491,0.073484738,16
59,31.45695825,0.957549227,0.226693058,0.016180643,8,1000,"{'max_depth': 8, 'n_estimators': 1000}",-7.407223264,-3.086700508,-36.53712931,-4.053793111,-35.10273789,-17.23751682,15.24684892,8,-65.28041985,-13.2206274,-1954.152222,-25.25536429,-2297.959661,-871.173659,1030.503367,25,-8.079629933,-3.63601807,-44.20579399,-5.025471549,-47.93703851,-21.77679041,19.92348008,15,0.913151266,0.897803293,0.85642375,0.96200666,0.740109294,0.873898853,0.074940223,22
39,31.52178559,0.979096378,0.229158163,0.017219819,6,1000,"{'max_depth': 6, 'n_estimators': 1000}",-7.407223264,-3.086700508,-36.53712931,-4.053793111,-35.10273789,-17.23751682,15.24684892,8,-65.28041985,-13.2206274,-1954.152222,-25.25536429,-2297.959661,-871.173659,1030.503367,25,-8.079629933,-3.63601807,-44.20579399,-5.025471549,-47.93703851,-21.77679041,19.92348008,15,0.913151266,0.897803293,0.85642375,0.96200666,0.740109294,0.873898853,0.074940223,22
49,31.47689953,0.961047573,0.228878164,0.011022267,7,1000,"{'max_depth': 7, 'n_estimators': 1000}",-7.407223264,-3.086700508,-36.53712931,-4.053793111,-35.10273789,-17.23751682,15.24684892,8,-65.28041985,-13.2206274,-1954.152222,-25.25536429,-2297.959661,-871.173659,1030.503367,25,-8.079629933,-3.63601807,-44.20579399,-5.025471549,-47.93703851,-21.77679041,19.92348008,15,0.913151266,0.897803293,0.85642375,0.96200666,0.740109294,0.873898853,0.074940223,22
89,31.58489385,1.028384575,0.229081059,0.012675989,100,1000,"{'max_depth': 100, 'n_estimators': 1000}",-7.407223264,-3.086700508,-36.53712931,-4.053793111,-35.10273789,-17.23751682,15.24684892,8,-65.28041985,-13.2206274,-1954.152222,-25.25536429,-2297.959661,-871.173659,1030.503367,25,-8.079629933,-3.63601807,-44.20579399,-5.025471549,-47.93703851,-21.77679041,19.92348008,15,0.913151266,0.897803293,0.85642375,0.96200666,0.740109294,0.873898853,0.074940223,22
69,31.47343135,1.001685217,0.236056042,0.012439643,20,1000,"{'max_depth': 20, 'n_estimators': 1000}",-7.407223264,-3.086700508,-36.53712931,-4.053793111,-35.10273789,-17.23751682,15.24684892,8,-65.28041985,-13.2206274,-1954.152222,-25.25536429,-2297.959661,-871.173659,1030.503367,25,-8.079629933,-3.63601807,-44.20579399,-5.025471549,-47.93703851,-21.77679041,19.92348008,15,0.913151266,0.897803293,0.85642375,0.96200666,0.740109294,0.873898853,0.074940223,22
79,31.55275974,0.958212359,0.234134722,0.014066545,50,1000,"{'max_depth': 50, 'n_estimators': 1000}",-7.407223264,-3.086700508,-36.53712931,-4.053793111,-35.10273789,-17.23751682,15.24684892,8,-65.28041985,-13.2206274,-1954.152222,-25.25536429,-2297.959661,-871.173659,1030.503367,25,-8.079629933,-3.63601807,-44.20579399,-5.025471549,-47.93703851,-21.77679041,19.92348008,15,0.913151266,0.897803293,0.85642375,0.96200666,0.740109294,0.873898853,0.074940223,22
25,12.15760303,0.280858708,0.092400789,0.007926548,5,400,"{'max_depth': 5, 'n_estimators': 400}",-8.184377679,-3.223187184,-36.37020638,-4.248004714,-35.00343173,-17.40584154,15.02420756,32,-75.11327454,-12.09487081,-1918.559958,-29.98736448,-2284.234505,-863.9979944,1017.135629,15,-8.666791479,-3.477768078,-43.80136936,-5.476071993,-47.79366595,-21.84313337,19.66915145,21,0.900069687,0.906505499,0.859038799,0.954887994,0.741661559,0.872432708,0.072116742,41
35,12.61628585,0.416090589,0.095132256,0.008531377,6,400,"{'max_depth': 6, 'n_estimators': 400}",-8.14663467,-2.988433089,-36.29204997,-4.101455675,-34.78905759,-17.2635262,15.02907224,14,-78.61726116,-12.3192553,-1915.828564,-28.48630463,-2282.290546,-863.5083861,1015.692814,9,-8.866637534,-3.50987967,-43.77017893,-5.337256283,-47.77332462,-21.85145541,19.64744977,22,0.895408002,0.904770985,0.859239481,0.95714614,0.741881413,0.871689204,0.072062378,42
65,12.59761276,0.380435901,0.097356558,0.006024501,20,400,"{'max_depth': 20, 'n_estimators': 400}",-8.14663467,-2.988433089,-36.29204997,-4.101455675,-34.78905759,-17.2635262,15.02907224,14,-78.61726116,-12.3192553,-1915.828564,-28.48630463,-2282.290546,-863.5083861,1015.692814,9,-8.866637534,-3.50987967,-43.77017893,-5.337256283,-47.77332462,-21.85145541,19.64744977,22,0.895408002,0.904770985,0.859239481,0.95714614,0.741881413,0.871689204,0.072062378,42
55,12.59792809,0.384503339,0.098159122,0.008839346,8,400,"{'max_depth': 8, 'n_estimators': 400}",-8.14663467,-2.988433089,-36.29204997,-4.101455675,-34.78905759,-17.2635262,15.02907224,14,-78.61726116,-12.3192553,-1915.828564,-28.48630463,-2282.290546,-863.5083861,1015.692814,9,-8.866637534,-3.50987967,-43.77017893,-5.337256283,-47.77332462,-21.85145541,19.64744977,22,0.895408002,0.904770985,0.859239481,0.95714614,0.741881413,0.871689204,0.072062378,42
75,12.6114574,0.386395137,0.087198782,0.006926568,50,400,"{'max_depth': 50, 'n_estimators': 400}",-8.14663467,-2.988433089,-36.29204997,-4.101455675,-34.78905759,-17.2635262,15.02907224,14,-78.61726116,-12.3192553,-1915.828564,-28.48630463,-2282.290546,-863.5083861,1015.692814,9,-8.866637534,-3.50987967,-43.77017893,-5.337256283,-47.77332462,-21.85145541,19.64744977,22,0.895408002,0.904770985,0.859239481,0.95714614,0.741881413,0.871689204,0.072062378,42
85,12.62424674,0.393392547,0.092367029,0.010422117,100,400,"{'max_depth': 100, 'n_estimators': 400}",-8.14663467,-2.988433089,-36.29204997,-4.101455675,-34.78905759,-17.2635262,15.02907224,14,-78.61726116,-12.3192553,-1915.828564,-28.48630463,-2282.290546,-863.5083861,1015.692814,9,-8.866637534,-3.50987967,-43.77017893,-5.337256283,-47.77332462,-21.85145541,19.64744977,22,0.895408002,0.904770985,0.859239481,0.95714614,0.741881413,0.871689204,0.072062378,42
45,12.60456719,0.382606106,0.094108963,0.010328314,7,400,"{'max_depth': 7, 'n_estimators': 400}",-8.14663467,-2.988433089,-36.29204997,-4.101455675,-34.78905759,-17.2635262,15.02907224,14,-78.61726116,-12.3192553,-1915.828564,-28.48630463,-2282.290546,-863.5083861,1015.692814,9,-8.866637534,-3.50987967,-43.77017893,-5.337256283,-47.77332462,-21.85145541,19.64744977,22,0.895408002,0.904770985,0.859239481,0.95714614,0.741881413,0.871689204,0.072062378,42
78,22.04218864,0.67133738,0.161528158,0.00855181,50,700,"{'max_depth': 50, 'n_estimators': 700}",-7.720967008,-2.798194079,-37.57355247,-3.919200452,-34.59970106,-17.32232301,15.43632171,26,-70.0635668,-10.82051529,-2060.828814,-24.69211782,-2231.595377,-879.6000783,1035.778695,33,-8.370398246,-3.289455167,-45.39635243,-4.969116402,-47.23976479,-21.85301741,20.05107749,28,0.906787792,0.916356388,0.848585965,0.962853989,0.747614849,0.876439797,0.073964114,3
48,22.04408922,0.629810817,0.162481403,0.017040106,7,700,"{'max_depth': 7, 'n_estimators': 700}",-7.720967008,-2.798194079,-37.57355247,-3.919200452,-34.59970106,-17.32232301,15.43632171,26,-70.0635668,-10.82051529,-2060.828814,-24.69211782,-2231.595377,-879.6000783,1035.778695,33,-8.370398246,-3.289455167,-45.39635243,-4.969116402,-47.23976479,-21.85301741,20.05107749,28,0.906787792,0.916356388,0.848585965,0.962853989,0.747614849,0.876439797,0.073964114,3
58,22.04226203,0.670305457,0.167086983,0.011601309,8,700,"{'max_depth': 8, 'n_estimators': 700}",-7.720967008,-2.798194079,-37.57355247,-3.919200452,-34.59970106,-17.32232301,15.43632171,26,-70.0635668,-10.82051529,-2060.828814,-24.69211782,-2231.595377,-879.6000783,1035.778695,33,-8.370398246,-3.289455167,-45.39635243,-4.969116402,-47.23976479,-21.85301741,20.05107749,28,0.906787792,0.916356388,0.848585965,0.962853989,0.747614849,0.876439797,0.073964114,3
68,22.07800069,0.667127203,0.166639614,0.011259109,20,700,"{'max_depth': 20, 'n_estimators': 700}",-7.720967008,-2.798194079,-37.57355247,-3.919200452,-34.59970106,-17.32232301,15.43632171,26,-70.0635668,-10.82051529,-2060.828814,-24.69211782,-2231.595377,-879.6000783,1035.778695,33,-8.370398246,-3.289455167,-45.39635243,-4.969116402,-47.23976479,-21.85301741,20.05107749,28,0.906787792,0.916356388,0.848585965,0.962853989,0.747614849,0.876439797,0.073964114,3
88,22.01597452,0.601406726,0.171439362,0.01317345,100,700,"{'max_depth': 100, 'n_estimators': 700}",-7.720967008,-2.798194079,-37.57355247,-3.919200452,-34.59970106,-17.32232301,15.43632171,26,-70.0635668,-10.82051529,-2060.828814,-24.69211782,-2231.595377,-879.6000783,1035.778695,33,-8.370398246,-3.289455167,-45.39635243,-4.969116402,-47.23976479,-21.85301741,20.05107749,28,0.906787792,0.916356388,0.848585965,0.962853989,0.747614849,0.876439797,0.073964114,3
38,22.06076221,0.695039739,0.169005442,0.012198563,6,700,"{'max_depth': 6, 'n_estimators': 700}",-7.720967008,-2.798194079,-37.57355247,-3.919200452,-34.59970106,-17.32232301,15.43632171,26,-70.0635668,-10.82051529,-2060.828814,-24.69211782,-2231.595377,-879.6000783,1035.778695,33,-8.370398246,-3.289455167,-45.39635243,-4.969116402,-47.23976479,-21.85301741,20.05107749,28,0.906787792,0.916356388,0.848585965,0.962853989,0.747614849,0.876439797,0.073964114,3
