,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
204,1.265435839,0.133062462,0.015623283,9.54E-08,0.05,3,300,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300}",-1.719341813,-2.132951473,-5.034718165,-2.012290998,-0.988410466,-2.377542583,1.386847641,9,-3.810927561,-6.263434404,-37.13865862,-7.50612226,-1.575598787,-11.25894833,13.09991251,7,-1.952159717,-2.502685439,-6.094149541,-2.739730326,-1.25522858,-2.90879072,1.672687918,11,-4.893809945,-3.427598775,-6.07573647,-40.00331709,-0.397245392,-10.95954153,14.64566701,18
207,2.444476938,0.13418542,0.01874876,0.006249189,0.05,3,600,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 600}",-1.713906869,-2.129458587,-5.037989198,-2.011172595,-1.013891982,-2.381283846,1.383736548,14,-3.795896948,-6.247310138,-37.09312677,-7.497806108,-1.61616802,-11.2500616,13.07935348,5,-1.948306174,-2.49946197,-6.090412693,-2.73821221,-1.271285971,-2.909535804,1.668730956,12,-4.870564273,-3.41620059,-6.067061644,-39.95788886,-0.433222301,-10.94898753,14.6261477,14
203,0.811907053,0.018846208,0.011540699,0.007223538,0.05,3,200,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",-1.721329486,-2.141284389,-5.033052954,-2.01371077,-0.991783263,-2.380232173,1.384979076,13,-3.811533957,-6.297720519,-37.13797096,-7.527350721,-1.558734143,-11.26666206,13.09824609,8,-1.952315025,-2.509525955,-6.09409312,-2.743601779,-1.248492748,-2.909605726,1.673575986,13,-4.89474777,-3.451835504,-6.075605455,-40.11928073,-0.382289779,-10.98475185,14.69126048,19
209,4.105472898,0.118290239,0.028139162,0.007117808,0.05,3,1000,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 1000}",-1.707292,-2.12930417,-5.038557848,-2.009599286,-1.014143798,-2.37977942,1.384635251,12,-3.777472425,-6.246195649,-37.07924344,-7.485985628,-1.638538925,-11.24548721,13.07344201,1,-1.943572079,-2.499239014,-6.089272817,-2.736052929,-1.280054267,-2.909638221,1.667181045,14,-4.842069731,-3.415412763,-6.064416563,-39.89331772,-0.453060882,-10.93365553,14.60031355,12
208,2.888330698,0.133654524,0.024997616,0.007653682,0.05,3,700,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 700}",-1.7131572,-2.129285685,-5.038528112,-2.01030791,-1.016926968,-2.381641175,1.383469232,15,-3.793231468,-6.246349551,-37.08942776,-7.492449841,-1.623306648,-11.24895305,13.07752533,3,-1.947622003,-2.499269804,-6.09010901,-2.737233976,-1.274090518,-2.909665062,1.668173336,15,-4.86644196,-3.415521555,-6.0663569,-39.92862945,-0.439552856,-10.94330054,14.61409083,13
109,4.068417454,0.149085459,0.027267599,0.006052963,0.01,3,1000,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1000}",-1.782578131,-2.14476754,-5.004611365,-2.017414074,-0.960074829,-2.381889188,1.374661429,16,-4.034261721,-6.325142763,-36.75548856,-7.584481393,-1.575108592,-11.25489661,12.91425937,6,-2.008547167,-2.514983651,-6.062630498,-2.753993717,-1.255033303,-2.919037667,1.653516164,16,-5.23920856,-3.471220188,-6.002734092,-40.43136559,-0.396810685,-11.10826782,14.78794242,23
108,2.940952444,0.187544059,0.02129159,0.00587022,0.01,3,700,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 700}",-1.813318795,-2.167456533,-5.000453789,-2.010440831,-0.978486766,-2.394031343,1.366229066,17,-4.124290558,-6.403933233,-36.69932652,-7.531774505,-1.590613369,-11.26998764,12.87676413,9,-2.030834941,-2.530599382,-6.057996907,-2.74440786,-1.261195215,-2.925006861,1.647520106,17,-5.378443127,-3.526916881,-5.992033981,-40.14344631,-0.410560365,-11.09028013,14.65581481,22
301,0.228651953,0.004658506,0.003837442,0.003765135,0.1,3,50,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50}",-1.798999573,-2.210691424,-5.077972507,-1.985712716,-0.993763009,-2.413427846,1.394045257,19,-3.919500068,-6.510912498,-37.85069979,-7.259050705,-1.604227838,-11.42887818,13.3611453,21,-1.979772731,-2.551648976,-6.152292238,-2.694262553,-1.266581161,-2.928911532,1.688299564,18,-5.061723325,-3.602540131,-6.211396071,-38.65365171,-0.422633714,-10.79038899,14.06628392,9
107,2.537982178,0.131942378,0.016297531,0.001345658,0.01,3,600,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 600}",-1.850337123,-2.192136581,-4.996809319,-1.998948326,-0.980779481,-2.403802166,1.361154816,18,-4.249556321,-6.501975402,-36.62272855,-7.448122057,-1.606919832,-11.28586043,12.82779907,10,-2.061445202,-2.549897136,-6.05167155,-2.729124778,-1.267643417,-2.931956417,1.639967074,19,-5.572173549,-3.596222531,-5.977440373,-39.68648229,-0.425020982,-11.05146794,14.45153645,21
202,0.410814667,0.006244451,0.006249046,0.007653487,0.05,3,100,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",-1.857861458,-2.252197343,-5.020144897,-1.985548785,-1.017069038,-2.426564304,1.361003942,20,-4.255448895,-6.724854868,-36.90172513,-7.318463049,-1.595772576,-11.3592529,12.93068517,20,-2.062873941,-2.593232513,-6.074679015,-2.7052658,-1.263238923,-2.939858038,1.648177059,20,-5.581286739,-3.753775206,-6.030595396,-38.97820054,-0.415135564,-10.95179869,14.15183842,17
106,2.039192343,0.080605285,0.015623569,7.23E-07,0.01,3,500,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",-1.939786457,-2.257043441,-4.99677133,-1.981897636,-0.978333093,-2.430766391,1.354006495,21,-4.57099493,-6.75973456,-36.5272825,-7.309794654,-1.618397693,-11.35724087,12.74321844,19,-2.137988524,-2.599948953,-6.043780481,-2.703663192,-1.272162605,-2.951508751,1.62660289,21,-6.06929611,-3.778431533,-5.959255787,-38.93084813,-0.435199581,-11.03460623,14.09690244,20
105,1.684659624,0.143142165,0.012499237,0.006249619,0.01,3,400,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400}",-2.036760194,-2.442999198,-4.987919287,-1.97050226,-0.952176828,-2.478071554,1.34768711,22,-4.960919733,-7.633997364,-36.12607696,-7.195319263,-1.563521378,-11.49596694,12.50130406,22,-2.227312222,-2.76296894,-6.01049723,-2.682409227,-1.250408484,-2.986719221,1.604828724,22,-6.672336353,-4.396444698,-5.882817251,-38.30550916,-0.386535112,-11.12872852,13.75990398,24
104,1.201383591,0.015541933,0.012498426,0.006249213,0.01,3,300,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300}",-2.260718454,-2.858667739,-4.903261865,-1.962210117,-0.899157657,-2.576803166,1.325442291,23,-5.949600684,-9.882650875,-34.1862813,-6.935698436,-1.473986371,-11.68564353,11.56954269,24,-2.43918033,-3.143668379,-5.846903565,-2.633571422,-1.214078404,-3.05548042,1.532867553,23,-8.201386047,-5.986009606,-5.513243244,-36.88729151,-0.307135219,-11.37901313,13.01420611,27
201,0.22158227,0.004697835,0.001135826,0.002271652,0.05,3,50,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50}",-2.414086647,-3.128825895,-4.820840743,-1.900078502,-0.925502316,-2.637866821,1.30637034,45,-6.662435911,-11.46008221,-32.44121891,-6.396510485,-1.43219578,-11.67848866,10.85527766,23,-2.581169485,-3.385274318,-5.69571935,-2.529132358,-1.196743824,-3.077607867,1.485536427,24,-9.303825095,-7.101090019,-5.180770235,-33.94189657,-0.270075206,-11.15953143,11.77519933,25
103,0.807959509,0.014130927,0.010830116,0.006305606,0.01,3,200,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",-2.830106702,-3.66715235,-4.488490163,-1.978825195,-0.811254142,-2.75516571,1.282438788,50,-8.895167289,-15.03169575,-27.05654902,-6.552741666,-1.22825767,-11.75288228,8.842268418,25,-2.982476704,-3.877073091,-5.201591008,-2.559832351,-1.108267869,-3.145848205,1.362542238,25,-12.75686748,-9.625850516,-4.154871439,-34.7953328,-0.089222323,-12.28442891,12.07348168,43
211,0.272744751,0.008354492,0.006249237,0.007653721,0.05,4,50,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 50}",-2.520763977,-3.295104634,-4.93912249,-1.771217712,-0.811506839,-2.66754313,1.401693284,48,-7.349489013,-13.36355863,-34.70996778,-5.487347221,-1.420306675,-12.46613386,11.76849467,27,-2.7109941,-3.655620143,-5.891516594,-2.342508745,-1.1917662,-3.158481157,1.578014781,26,-10.36639066,-8.446650515,-5.613017109,-28.97545607,-0.259531914,-10.73220925,9.73711205,2
113,1.016909885,0.010120972,0.009374094,0.007653916,0.01,4,200,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 200}",-2.883150984,-3.830015077,-4.572065985,-1.656788486,-0.792244181,-2.746852943,1.380721257,49,-9.360995935,-17.03374301,-28.87673938,-4.465159954,-1.302335405,-12.20779474,9.88053837,26,-3.05957447,-4.127195538,-5.37370816,-2.11309251,-1.141199108,-3.162953957,1.484424806,27,-13.47729721,-11.04109037,-4.501657991,-23.39160503,-0.154914664,-10.51331305,7.979355474,1
114,1.554479694,0.073723361,0.010248184,0.00672808,0.01,4,300,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",-2.34840598,-2.988069094,-5.120046091,-1.862510572,-0.932538271,-2.650314001,1.405431695,46,-6.501768075,-11.46656502,-37.81911329,-6.252050813,-1.566092802,-12.721118,12.93404037,28,-2.549856481,-3.386231684,-6.149724652,-2.500410129,-1.251436296,-3.167531848,1.639469423,28,-9.055343413,-7.105672694,-6.205378145,-33.15276398,-0.388815459,-11.18159474,11.35881313,26
214,1.553760815,0.011576131,0.013073015,0.003264127,0.05,4,300,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 300}",-1.974710061,-2.451025395,-5.429150897,-2.059913377,-1.038588926,-2.590677731,1.49308669,25,-4.884123929,-8.542445784,-43.48031614,-7.639946156,-1.90680084,-13.29072657,15.27189275,32,-2.210005414,-2.922746274,-6.593960581,-2.764045252,-1.380869596,-3.174325423,1.792870513,29,-6.5535674,-5.038623549,-7.283962589,-40.73435016,-0.690956295,-12.060292,14.51829585,35
215,2.127894258,0.128467652,0.015623617,9.93E-07,0.05,4,400,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 400}",-1.974995754,-2.450766176,-5.429190168,-2.058162339,-1.038634459,-2.590349779,1.493198099,24,-4.885105139,-8.541219668,-43.4813908,-7.628590018,-1.919521102,-13.29116535,15.27123176,33,-2.210227395,-2.922536513,-6.594042068,-2.761990228,-1.385467828,-3.174852806,1.792058873,30,-6.555084897,-5.037756812,-7.284167336,-40.67231556,-0.702236659,-12.05031225,14.49198046,31
213,1.104855394,0.116094296,0.006249237,0.007653721,0.05,4,200,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200}",-1.975556444,-2.452696366,-5.428646339,-2.062768468,-1.041246542,-2.592182832,1.492038388,30,-4.88818608,-8.549454402,-43.48053237,-7.652900628,-1.903214762,-13.29485765,15.27067218,34,-2.210924259,-2.923945007,-6.593976977,-2.76638765,-1.379570499,-3.174960878,1.792897395,31,-6.559849742,-5.043577915,-7.284003786,-40.80511591,-0.687776151,-12.0760647,14.5457887,37
216,2.659851933,0.137606049,0.018667936,0.007155342,0.05,4,500,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 500}",-1.975104816,-2.450672732,-5.429789178,-2.056979862,-1.046342954,-2.591777908,1.491903649,27,-4.885830456,-8.540792072,-43.48681813,-7.626201499,-1.945942103,-13.29711685,15.26957024,35,-2.210391471,-2.922463357,-6.594453589,-2.761557803,-1.394970287,-3.176767301,1.790325771,32,-6.556206639,-5.037454546,-7.285201362,-40.65926791,-0.725666876,-12.05275947,14.48303531,34
217,3.177036572,0.142557282,0.027224016,0.006055414,0.05,4,600,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 600}",-1.974971615,-2.450668123,-5.429906848,-2.055859741,-1.048130377,-2.591907341,1.491669786,28,-4.885172459,-8.540772916,-43.48819971,-7.62312917,-1.953124148,-13.29807968,15.26935102,36,-2.210242625,-2.92246008,-6.594558341,-2.761001479,-1.397542181,-3.177160941,1.789896096,33,-6.555189011,-5.037441005,-7.285464584,-40.64248486,-0.732035933,-12.05052308,14.47547048,32
218,3.701839972,0.109501716,0.027711201,0.010179087,0.05,4,700,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 700}",-1.974903726,-2.450656909,-5.42998631,-2.055792823,-1.048198327,-2.591907619,1.491696596,29,-4.88512657,-8.540737874,-43.48894993,-7.623340018,-1.963721166,-13.30037511,15.26806507,37,-2.210232243,-2.922454084,-6.594615222,-2.761039663,-1.401328357,-3.177933914,1.789164931,34,-6.55511804,-5.037416234,-7.285607517,-40.64363665,-0.741433398,-12.05264237,14.4744547,33
219,4.839114666,0.468812389,0.037303829,0.012361656,0.05,4,1000,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 1000}",-1.974942803,-2.450655103,-5.429981165,-2.053866114,-1.048730461,-2.591635129,1.491720037,26,-4.885372588,-8.540730907,-43.48896622,-7.615944671,-1.976721957,-13.30154727,15.2666655,38,-2.210287897,-2.922452892,-6.594616457,-2.759700105,-1.405959444,-3.178603359,1.788303093,35,-6.555498521,-5.037411309,-7.285610621,-40.60323845,-0.752962537,-12.04694429,14.45666481,30
300,0.062183094,0.000624157,0.000761604,0.001523209,0.1,3,10,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 10}",-3.919787859,-5.574471883,-3.214372248,-1.409510937,-0.9250663,-3.008641845,1.694373191,245,-16.03619628,-32.54076295,-12.75000983,-2.28548511,-1.242889276,-12.97106869,11.35031891,29,-4.004521979,-5.704451152,-3.570715591,-1.511782097,-1.114849441,-3.181264052,1.688380206,36,-23.80086321,-22.00294581,-1.429159073,-11.48480472,-0.102197671,-11.7639941,9.925790727,28
212,0.520783854,0.012322183,0.012498522,0.006249261,0.05,4,100,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100}",-2.039718507,-2.523729884,-5.389938426,-2.058509793,-1.034370278,-2.609253378,1.472920151,33,-5.134252798,-8.88201813,-42.81432902,-7.6470609,-1.873876026,-13.27030738,14.9653014,31,-2.265888964,-2.980271486,-6.54326593,-2.765331969,-1.368895915,-3.184730853,1.768557822,37,-6.940405511,-5.278665993,-7.157077303,-40.77321552,-0.661758478,-12.16222456,14.495184,41
119,5.24908185,0.212704988,0.044784021,0.007594256,0.01,4,1000,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 1000}",-2.007505548,-2.478833875,-5.424995249,-2.052200786,-1.051237758,-2.602954643,1.486272779,31,-5.025227556,-8.853808867,-43.46771196,-7.574307506,-1.884127929,-13.36103676,15.2408555,40,-2.241701933,-2.975535056,-6.593004775,-2.752145982,-1.372635395,-3.187004628,1.789982755,38,-6.771791952,-5.258724969,-7.281561214,-40.3757892,-0.670849894,-12.07174345,14.34260738,36
115,2.056990004,0.046656246,0.019221401,0.006082091,0.01,4,400,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 400}",-2.132003296,-2.676655359,-5.315657919,-1.99115792,-1.032006191,-2.629496137,1.443927841,36,-5.52569077,-9.794467603,-41.39543614,-7.250046687,-1.814949156,-13.15611807,14.35609272,30,-2.350678789,-3.129611414,-6.433928516,-2.692591073,-1.347200488,-3.190802056,1.724789932,39,-7.545785953,-5.923673174,-6.886746805,-38.60446592,-0.609501966,-11.91403476,13.56769126,29
118,3.708592176,0.20899358,0.02187047,0.007655239,0.01,4,700,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 700}",-2.01229267,-2.490436506,-5.420491543,-2.054470313,-1.066436034,-2.608825413,1.480649063,32,-5.043388662,-8.902986792,-43.40466677,-7.599734187,-1.916082197,-13.37337172,15.20431527,42,-2.24574902,-2.983787324,-6.588221821,-2.75676154,-1.384226209,-3.191749183,1.784967472,40,-6.799879106,-5.293488664,-7.269549709,-40.51468626,-0.699187028,-12.11535815,14.38836252,38
117,3.125285816,0.155175155,0.024357939,0.005090027,0.01,4,600,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 600}",-2.025470435,-2.506447022,-5.411045042,-2.054643666,-1.061650974,-2.611851428,1.476755876,34,-5.092665064,-8.98015201,-43.22334183,-7.607991128,-1.90453074,-13.36173615,15.1239178,41,-2.256693392,-2.996690176,-6.574446123,-2.758258713,-1.380047369,-3.193227155,1.779054944,41,-6.876087784,-5.348036472,-7.235003295,-40.55979104,-0.688943164,-12.14157235,14.39937322,39
116,2.691826344,0.165713351,0.017763853,0.004280925,0.01,4,500,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500}",-2.058141585,-2.553560807,-5.38521464,-2.047677242,-1.054337551,-2.619786365,1.46597156,35,-5.22072588,-9.206975224,-42.7255786,-7.575653552,-1.876950493,-13.32117675,14.90734154,39,-2.284890781,-3.034299791,-6.536480598,-2.752390516,-1.370018428,-3.195616023,1.763296624,42,-7.074140907,-5.50837697,-7.140168383,-40.38314218,-0.664484924,-12.15406267,14.31084349,40
102,0.473905182,0.074591232,0.012498569,0.006249285,0.01,3,100,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",-4.150803388,-5.715209559,-3.095803553,-1.357410956,-0.924470052,-3.048739501,1.772000866,257,-17.94513929,-34.11518708,-11.90193183,-2.05259879,-1.206438878,-13.44425917,12.07856057,43,-4.236170356,-5.840820754,-3.449917655,-1.432689356,-1.098380115,-3.211595647,1.769155892,43,-26.753149,-23.11590044,-1.267581442,-10.21262832,-0.069873356,-12.28382651,10.96834799,42
9,4.277655077,0.090146274,0.028660488,0.002649037,0.001,3,1000,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 1000}",-4.155343024,-5.730192138,-3.085536099,-1.354305925,-0.923190145,-3.049713466,1.777929923,268,-17.97802975,-34.28450936,-11.82950679,-2.038878021,-1.201093701,-13.46640352,12.14457819,44,-4.240050677,-5.855297547,-3.439405005,-1.42789286,-1.095944205,-3.211718059,1.775181859,44,-26.80401591,-23.23559375,-1.25378287,-10.13767657,-0.065133239,-12.29924047,11.01217694,44
312,0.53956089,0.007510978,0.003124523,0.006249046,0.1,4,100,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100}",-2.013840947,-2.57690278,-5.431549203,-2.074373333,-1.087377054,-2.636808663,1.477790512,44,-5.04908181,-9.390238879,-43.51043134,-7.728323826,-1.975747072,-13.53076459,15.19901354,45,-2.247016202,-3.064349667,-6.59624373,-2.7799863,-1.405612703,-3.21864172,1.780761091,45,-6.808683874,-5.637925374,-7.289700202,-41.21712642,-0.752098006,-12.34110678,14.62317809,49
313,1.038235521,0.006626372,0.009373951,0.007653799,0.1,4,200,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200}",-2.013894188,-2.575023977,-5.433188074,-2.07119068,-1.083320818,-2.635323547,1.479514431,43,-5.04918853,-9.381645305,-43.51681239,-7.719382821,-1.987002783,-13.53080637,15.20096037,46,-2.247039948,-3.06294716,-6.5967274,-2.778377732,-1.409610862,-3.218940621,1.78023247,46,-6.808848922,-5.631850608,-7.290915933,-41.16828484,-0.762079601,-12.33239598,14.60276761,46
314,1.621949434,0.138174375,0.012635756,0.004880068,0.1,4,300,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 300}",-2.013013629,-2.57486974,-5.4333601,-2.069262729,-1.082792424,-2.634659725,1.479912726,39,-5.046601943,-9.381081551,-43.51936346,-7.713757326,-2.009201091,-13.53400107,15.19934797,47,-2.24646432,-3.062855131,-6.596920756,-2.777365177,-1.417462906,-3.220213658,1.77882688,47,-6.804848622,-5.631452093,-7.291401968,-41.13755473,-0.781765123,-12.32940451,14.58781854,45
