,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_leaf_nodes,param_min_samples_split,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
249,0.022582101821899413,0.0023068775872376614,0.0020258426666259766,4.823438254230879e-05,15,70,1000,"{'max_depth': 15, 'max_leaf_nodes': 70, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
888,0.0226318359375,0.002709700863679317,0.0014356136322021484,0.0005025165670451794,300,1000,1000,"{'max_depth': 300, 'max_leaf_nodes': 1000, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
969,0.022412204742431642,0.002794011289155183,0.001615762710571289,0.00046998442844221075,400,300,1000,"{'max_depth': 400, 'max_leaf_nodes': 300, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
663,0.022846078872680663,0.0028371557491036203,0.0014121532440185547,0.0004851787740439113,100,200,1000,"{'max_depth': 100, 'max_leaf_nodes': 200, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
411,0.022606945037841795,0.0025807955337852685,0.0016109943389892578,0.0004753518814330865,30,30,1000,"{'max_depth': 30, 'max_leaf_nodes': 30, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
654,0.022651147842407227,0.002641009379581559,0.0017959117889404298,0.0004049064799583798,100,100,1000,"{'max_depth': 100, 'max_leaf_nodes': 100, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
978,0.022840213775634766,0.00244969245349003,0.0012219905853271484,0.00039749548780954584,400,400,1000,"{'max_depth': 400, 'max_leaf_nodes': 400, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
195,0.022636222839355468,0.002627571878138733,0.001602029800415039,0.0004918335152004919,10,1000,1000,"{'max_depth': 10, 'max_leaf_nodes': 1000, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
420,0.022832775115966798,0.0024567458029541352,0.0012020111083984376,0.00039788078248227974,30,40,1000,"{'max_depth': 30, 'max_leaf_nodes': 40, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
312,0.022817516326904298,0.0024444531523731316,0.001621389389038086,0.0005088169227471908,20,30,1000,"{'max_depth': 20, 'max_leaf_nodes': 30, 'min_samples_split': 1000}",-1.1162681009515931,-0.673981511130286,-0.9193047796396727,-0.587117732257428,-2.5942975377612387,-1.1781939323480437,0.732094128274812,727,-1.741378237484486,-0.8805658985156202,-1.2681862197387048,-1.0319608524727095,-8.596851313883656,-2.7037885044190353,2.960895982180565,1,-1.3196129119876352,-0.9383847284113378,-1.1261377445671132,-1.0158547398485227,-2.9320387640486025,-1.4664057777726422,0.7439372280871871,1,-2.5156363636363626,-0.8624974582582832,-0.5001142968152843,0.8144813008799965,-3.605937382823302,-1.3339408401306472,1.555095872473082,1
